"as.factor(run)","sum","average"
"10",6743.67315427356,217.537843686244
"1",6625.68464266102,213.731762666485
"20",6304.0991470233,203.358037000752
"40",6303.42999941604,203.336451594066
"30",6303.38744953489,203.335079017255
"50",6303.22104178979,203.329711025477
"60",6302.88763959318,203.318956115909
"70",6302.54999750652,203.308064435694
"80",6302.47296231909,203.305579429648
"90",6302.41269680463,203.303635380794
"100",6302.36448226446,203.302080073047
