"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","run","tots"
50,50,50,50,50,"1",250
45.75,47,47,49.5,52,"1",241.25
42.460575,44.7516375,44.7516375,49.32860625,53.86745,"1",235.15990625
39.8222417528287,43.0072428221494,43.0072428221494,49.3522030820858,55.5347498751543,"1",230.723680354368
37.6498828887769,41.619581055228,41.619581055228,49.492209121688,56.9771172174539,"1",227.358371338375
35.825204813023,40.4952248341263,40.4952248341263,49.7003126903596,58.1966966941405,"1",224.712663865776
34.2685597362918,39.5717204612778,39.5717204612778,49.9459294534382,59.2112242613273,"1",222.569154373613
32.9239736340965,38.8054635577863,38.8054635577863,50.2093197359599,60.0459259041226,"1",220.790146389752
31.7506840743641,38.1648642757984,38.1648642757984,50.4776015069,60.7281106233169,"1",219.286124756178
30.7181136461343,37.6263089573553,37.6263089573554,50.7423517912625,61.283927030894,"1",217.997010383002
29.8027544896953,37.1716773152804,37.1716773152804,50.998120168664,61.7367030408966,"1",216.880932329817
28.9861624727152,36.7867600541591,36.7867600541591,51.2414818026325,62.1063304787906,"1",215.907494862457
28.2536201457398,36.4602155984795,36.4602155984795,51.4704167326598,62.409266973824,"1",215.053735049183
27.5932168199371,36.1828597306974,36.1828597306974,51.6838906975786,62.6588545941976,"1",214.301681573108
26.995197374219,35.9471670715964,35.9471670715964,51.8815636052943,62.8657649213341,"1",213.63686004404
26.4514895900559,35.7469114303963,35.7469114303963,52.0635813829878,63.0384617715416,"1",213.047355605378
25.9553535406338,35.5768998850666,35.5768998850666,52.2304242653798,63.1836267119132,"1",212.52320428806
25.5011166391745,35.432771919556,35.432771919556,52.3827947202334,63.3065251067392,"1",212.055980305259
25.083970224564,35.3108449036204,35.3108449036204,52.5215341689406,63.4113084279075,"1",211.638502628653
24.6998112678366,35.2079933651409,35.2079933651409,52.6475612010878,63.5012574354977,"1",211.264616634704
24.345117751365,35.1215534145895,35.1215534145895,52.7618261363123,63.5789744186265,"1",210.929025135483
24.0168495605733,35.0492462249447,35.0492462249447,52.8652781485182,63.6465334376446,"1",210.627153596626
23.7123689584536,34.9891161682014,34.9891161682014,52.9588420734551,63.7055968939575,"1",210.355040262269
23.4293762612259,34.9394803716068,34.9394803716068,53.043402658883,63.7575055952938,"1",210.109245258616
23.1658574303097,34.8988872709317,34.8988872709317,53.1197944908824,63.8033482114858,"1",209.886774674541
22.9200410871775,34.8660823209181,34.8660823209181,53.1887961974611,63.8440148314975,"1",209.685016757972
22.6903630378481,34.8399794482389,34.8399794482389,53.2511278233729,63.8802383155552,"1",209.501688073254
22.4754368250029,34.8196371476362,34.8196371476362,53.307450506553,63.9126263026085,"1",209.334787929437
22.2740291500667,34.8042383590413,34.8042383590413,53.3583677784477,63.9416860694724,"1",209.182559716069
22.0850392541089,34.7930734439529,34.7930734439529,53.4044279658588,63.9678439192849,"1",209.043458027158
21.9074815354675,34.7855257180723,34.7855257180723,53.4461272969024,63.9914603767281,"1",208.916120645243
50,50,50,50,50,"10",250
47.7394820873273,48.9894820873273,46.0081298044581,48.5081298044581,51.0081298044581,"10",242.253353588029
45.7344150378321,48.1070184951479,42.8144758957515,47.2818060864572,51.714766645187,"10",235.652482160376
43.9431348542621,47.333126754141,40.2073646305211,46.268833838094,52.194728381406,"10",229.947188458424
42.3327252727963,46.6519313787153,38.0435901758047,45.4277579669953,52.5085356761886,"10",224.9645404705
40.8767937002164,46.0503857165571,36.2228755250812,44.725843617036,52.703096718419,"10",220.57899527731
39.553906592301,45.5176771990614,34.6729664012107,44.1372434116243,52.8137150336458,"10",216.695508637843
38.3464624686713,45.0447720213355,33.3405150339802,43.6414795099735,52.8664057340982,"10",213.239634768059
37.2398634161285,44.6240649265045,32.1852907849927,43.2222410965803,52.8800348340365,"10",210.151495058243
36.2218951898473,44.2491080143953,31.1763861580151,42.8664529047576,52.868104521993,"10",207.381946789008
35.2822562303342,43.9143990742121,30.2896625828398,42.5635611818119,52.8401617451341,"10",204.890040814332
34.412194978809,43.6152149693422,29.5059898372447,42.3049881763418,52.8028726133148,"10",202.641260575052
33.6042272371,43.3474793497514,28.8100068302286,42.0837149635305,52.7608245395204,"10",200.606252920131
32.8519135374968,43.1076567235917,28.1892327953794,41.8939612281628,52.71711677943,"10",198.759881064061
32.1496820750155,42.8926669365411,27.6334188642873,41.7309381320624,52.6737910921799,"10",197.080497100086
31.4926866275179,42.6998155835944,27.1340676195284,41.5906563431083,52.6321437044187,"10",195.549369878168
30.8766916208544,42.5267369623121,26.6840720296142,41.4697758486593,52.592950129389,"10",194.150226590829
30.2979784527721,42.3713469774733,26.277440549443,41.3654875820305,52.5566264639939,"10",192.868880025713
29.7532686100073,42.2318040027841,25.9090853028577,41.2754194176736,52.523344601884,"10",191.692921935207
29.2396601573266,42.1064761517102,25.5746570585691,41.197560958146,52.4931141229854,"10",190.611468448737
28.7545749535916,41.9939137466741,25.2704153415458,41.1302029153181,52.4658401472784,"10",189.614947104408
28.2957145329038,41.8928260325174,24.9931252259679,41.0718879089783,52.4413638914624,"10",188.69491759183
27.8610230308075,41.8020613770234,24.7399746038614,41.0213702638057,52.4194908083734,"10",187.843920083871
27.4486558734495,41.7205903534796,24.508507321521,40.9775829507319,52.4000098388617,"10",187.055346338044
27.0569532080744,41.6474912187333,24.2965687256763,40.9396102421417,52.3827063270474,"10",186.323329721673
26.6844172555556,41.581937393074,24.1022609982521,40.9066649693945,52.3673704408991,"10",185.642651057175
26.3296929239213,41.5231866215614,23.9239062742476,40.8780695129247,52.353802426632,"10",185.008657759287
