"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_2.1","profit_per_t.t_2.2","profit_per_t.t_2.3","run","tots"
0,0,2.54384810665942e-15,1.54129554187995e-15,423.331772591081,"Ex: Single High Price",423.331772591081
0,0,-1.09932355685436e-14,-3.18631360627974e-14,428.867980143777,"Ex: Single High Price",428.867980143777
0,0,1.77926179328822e-14,-6.7590513524678e-16,432.370075692393,"Ex: Single High Price",432.370075692393
0,0,6.63486579305746e-15,6.09681840335278e-16,434.180860099675,"Ex: Single High Price",434.180860099675
0,0,1.10016517052059e-14,5.6754956588388e-16,434.644670401578,"Ex: Single High Price",434.644670401578
0,0,5.89077359279203e-14,6.09319458761096e-14,434.081079115156,"Ex: Single High Price",434.081079115156
0,0,-1.06898090041285e-14,-2.83723454645877e-14,432.768769843545,"Ex: Single High Price",432.768769843545
0,0,2.0988976253185e-14,-3.09685035002501e-14,430.938896515853,"Ex: Single High Price",430.938896515853
0,0,1.84137166816977e-14,2.73825588369125e-14,428.775490812351,"Ex: Single High Price",428.775490812351
0,0,-7.94895493450453e-15,5.8759688162511e-14,426.420111248039,"Ex: Single High Price",426.420111248039
0,0,7.77853765080003e-15,1.36982829263714e-15,423.978399304881,"Ex: Single High Price",423.978399304881
0,0,-1.31641057753517e-14,5.63416325209714e-14,421.526964467312,"Ex: Single High Price",421.526964467312
0,0,9.49773200219122e-15,-1.895263979902e-14,419.119714066586,"Ex: Single High Price",419.119714066586
9.0825687455372e-15,0,1.66420525111508e-14,-1.9461290417302e-14,416.793243952197,"Ex: Single High Price",416.793243952197
-9.01782752035646e-15,0,-3.9504407687942e-15,-2.30365737401379e-14,414.57121039458,"Ex: Single High Price",414.57121039458
0,0,1.21764748289777e-14,2.29931979769037e-14,412.467760845507,"Ex: Single High Price",412.467760845507
8.9026974433921e-15,0,-3.84385741768657e-15,-6.7880600767805e-15,410.490164953956,"Ex: Single High Price",410.490164953956
0,0,-3.40378094843333e-14,0,408.640799145549,"Ex: Single High Price",408.640799145549
0,0,4.87259858222724e-15,1.73683279829096e-14,406.91862517173,"Ex: Single High Price",406.91862517173
8.76203953207918e-15,0,-1.51774810814603e-14,1.37240526341002e-15,405.320280895596,"Ex: Single High Price",405.320280895596
0,0,0,1.89453663446605e-14,403.8408782182,"Ex: Single High Price",403.8408782182
-8.68642302222105e-15,0,-6.50797516045114e-15,-3.77739417608722e-15,402.474582032151,"Ex: Single High Price",402.474582032151
0,0,-1.46863158280512e-14,5.59615585053032e-14,401.215026611299,"Ex: Single High Price",401.215026611299
8.62290321958173e-15,0,6.38058389768756e-15,-5.44119606646487e-15,400.055611950216,"Ex: Single High Price",400.055611950216
0,0,-9.87683633381209e-15,1.55430915250172e-14,398.989711823436,"Ex: Single High Price",398.989711823436
0,0,-2.86262680601638e-14,-4.17172592637684e-14,398.010817172911,"Ex: Single High Price",398.010817172911
-8.5463453652717e-15,0,6.22878377876134e-15,-6.69672680046231e-14,397.112632302789,"Ex: Single High Price",397.112632302789
8.52503280981846e-15,0,1.23738525743353e-14,2.21080679292839e-14,396.289136791062,"Ex: Single High Price",396.289136791062
5.50078821323628e-15,0,-1.9835977640914e-14,118.125,958.125,"Ex: Ranging Prices",1076.25
-1.18360085297291e-14,0,1.17177113521974e-14,352.139648437501,596.666015625,"Ex: Ranging Prices",948.805664062501
-2.04046215687703e-14,6.60787462074264e-15,3.38649404143967e-14,324.632804391956,577.640028712774,"Ex: Ranging Prices",902.27283310473
4.37649683212203e-14,0,0,309.378742494297,555.361267151122,"Ex: Ranging Prices",864.740009645419
1.20590519950853e-14,2.51488467580761e-16,0,297.369950592342,537.020629719678,"Ex: Ranging Prices",834.39058031202
1.19431937099861e-14,0,11.9284782057425,280.976013812224,514.961862553314,"Ex: Ranging Prices",807.86635457128
0,0,34.8512055810021,260.572094289614,490.249067584118,"Ex: Ranging Prices",785.672367454734
-1.13110354692001e-14,0,42.1566303773234,250.339011803629,478.121589958503,"Ex: Ranging Prices",770.617232139455
1.10804775291318e-14,0,44.0956732920844,244.328963639859,470.386306808367,"Ex: Ranging Prices",758.81094374031
0,0,44.1928895304616,240.207438999149,464.551515369131,"Ex: Ranging Prices",748.951843898742
0,0,43.6789267381892,237.044822871579,459.760936054086,"Ex: Ranging Prices",740.484685663854
1.05634966407843e-14,0,42.9930368048474,234.448679354289,455.671297801968,"Ex: Ranging Prices",733.113013961104
-1.04305360969702e-14,0,42.2931296233558,232.23781793422,452.115809671278,"Ex: Ranging Prices",726.646757228854
-1.03123079926012e-14,0,41.6340436059246,230.317995955469,448.995890586767,"Ex: Ranging Prices",720.947930148161
1.02068544656838e-14,0,41.0320723433139,228.633104219043,446.243522062835,"Ex: Ranging Prices",715.908698625192
-2.02251159601358e-14,0,40.4890802403467,227.145263976564,443.806885052851,"Ex: Ranging Prices",711.441229269762
-1.65579621269466e-14,0,40.0017411710837,225.826314423608,441.644214691597,"Ex: Ranging Prices",707.472270286289
1.99043657826374e-14,0,39.5651249658233,224.653935309647,439.72078765826,"Ex: Ranging Prices",703.93984793373
9.88394130118191e-15,0,39.1740808421376,223.609729582695,438.007218107898,"Ex: Ranging Prices",700.791028532731
-2.61512434243417e-14,0,38.8237468297903,222.678175766154,436.47836338028,"Ex: Ranging Prices",697.980285976224
-9.76700316049743e-15,0,38.5097103412913,221.845991022483,435.112550839399,"Ex: Ranging Prices",695.468252203173
0,-5.59355959189584e-15,38.2280314069244,221.101704000289,433.890995526416,"Ex: Ranging Prices",693.220730933629
9.67157639292305e-15,0,37.9752147381374,220.43534516785,432.797343442492,"Ex: Ranging Prices",691.207903348479
0,0,37.7481656981744,219.838209537833,431.817304120401,"Ex: Ranging Prices",689.403679356408
