"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_2.1","profit_per_t.t_2.2","profit_per_t.t_2.3","run","tots"
2.72052770181713,3.47570141079829,3.47570141079829,4.96957131470585,6.06933958789315,"1",20.7108414260127
2.68085339572778,3.45471300114718,3.45471300114718,4.96953111640645,6.06571027624748,"1",20.6255207906761
2.6448118119341,3.4364761532288,3.4364761532288,4.96966502626058,6.06204997291425,"1",20.5494791175665
2.61196651776108,3.42061634364318,3.42061634364318,4.96989496365551,6.05844696289982,"1",20.4815411316028
2.58194565687652,3.4068146680953,3.4068146680953,4.9701658047289,6.05495912272524,"1",20.4206999205213
2.5544307093195,3.39479849904799,3.39479849904799,4.97043965194782,6.05162239736136,"1",20.3660897567247
2.52914749827924,3.3843339503591,3.3843339503591,4.97069142509755,6.0484571348748,"1",20.3169639589698
2.50585893163876,3.37521974317242,3.37521974317242,4.97090547458698,6.04547276283097,"1",20.2726766554016
2.48435909992655,3.36728217414395,3.36728217414395,4.97107299090885,6.04267120574088,"1",20.2326676448642
2.46446844582562,3.36037096081953,3.36037096081953,4.97119003530821,6.04004935993019,"1",20.1964497627031
2.44602978747953,3.35435579142737,3.35435579142737,4.97125605446096,6.03760087001137,"1",20.1635982948066
2.4289050270375,3.34912344466495,3.34912344466495,4.97127277085246,6.03531739205111,"1",20.133742079271
2.41297241263852,3.34457537369191,3.34457537369191,4.97124336321984,6.0331894819581,"1",20.1065560052003
29.534364890584,29.5343648905843,107.049524245183,107.049524245183,107.049524245183,"10",380.217302516717
28.6974928891472,28.5333417289862,98.6628699347099,103.630206301824,108.715426008252,"10",368.239336862919
28.0278637356092,27.7235842928992,91.9134023429619,100.677366504753,109.75494972983,"10",358.097166606053
27.4713884990042,27.0499162375286,86.3862532723698,98.1390167166627,110.328651781596,"10",349.375226507161
26.9956786713603,26.4770382013494,81.792224415961,95.957927618181,110.567549670072,"10",341.790418576924
26.5807054205213,25.98168909427,77.9244218537111,94.0801312365846,110.572875558774,"10",335.139823163861
26.2135469892772,25.5479854099805,74.6315793492075,92.4581121122537,110.420167898157,"10",329.271391758876
25.885442983212,25.1646532987768,71.8009553051218,91.051444268922,110.164457672269,"10",324.066953528302
25.5901371099518,24.8233764435655,69.3470415924134,89.826320602473,109.845117572421,"10",319.431993320825
25.3229356640795,24.5177981559187,67.2039377838715,88.7546900890628,109.489885701534,"10",315.289247394467
25.0801637258355,24.2429074881447,65.3201008753807,87.813333337763,109.118006854692,"10",311.574512281816
24.8588435837992,23.9946524042604,63.6546675785409,86.9830139746983,108.74260110005,"10",308.233778641349
24.6564986243333,23.7696889208081,62.1748365952227,86.2477511169976,108.372412641787,"10",305.221187899149
24.4710291445468,23.5652131056864,60.8539770626251,85.5942168878169,108.013084263956,"10",302.497520464631
24.3006302416705,23.3788446781736,59.6702420673401,85.0112464261602,107.668078180976,"10",300.02904159432
24.1437349639643,23.2085435723687,58.6055385210069,84.4894429239717,107.339337526415,"10",297.786597507727
23.9989731180417,23.052548165855,57.6447519378366,84.0208603523504,107.027759429868,"10",295.744893003952
23.8651401490324,22.909328189148,56.7751559403224,83.598748596298,106.733532023189,"10",293.88190489799
23.7411727764264,22.7775479001915,55.9859573197184,83.2173482720854,106.456373527947,"10",292.178399796369
23.6261293618339,22.6560366615426,55.2679417581137,82.8717249444612,106.19570103961,"10",290.617533765561
23.5191737341759,22.5437650140004,54.6131951515853,82.5576345727293,105.950748920023,"10",289.184517392514
23.4195616399068,22.4398249407342,54.0148823262499,82.2714137507434,105.720651126716,"10",287.86633378435
23.3266292525178,22.3434134011609,53.4670697702324,82.0098896941199,105.5044977813,"10",286.651499899331
23.2397833407201,22.2538184669795,52.9645824491726,81.770306020903,105.301373382433,"10",285.529863660208
23.1584928002717,22.1704075633451,52.5028872554793,81.550261224807,105.110381986263,"10",284.492430830166
23.0822813242826,22.0926174361669,52.0779974494443,81.3476574028741,104.930663179739,"10",283.531216792507
23.0107210349107,22.0199455502902,51.6863937800675,81.1606573135266,104.761401594604,"10",282.639119273399
22.943426933739,21.9519426843511,51.324958960854,80.9876482400566,104.601831933736,"10",281.809808752737
22.8800520536297,21.8882065336283,50.9909229157984,80.8272114449513,104.451240921971,"10",281.037633869979
22.8202832144168,21.8283761669465,50.6818167701345,80.678096242489,104.308967189875,"10",280.317539583862
61.1661426090853,61.1661426090867,218.839230540572,218.839230540572,218.839230540572,"20",778.849976839888
59.3423203301769,59.0214254594583,201.442963220227,211.538689265348,221.872419691393,"20",753.217817966603
57.8794445204627,57.2852229987425,187.455841437779,205.253396047194,223.686233087402,"20",731.56013809158
56.6629548994165,55.84093094409,176.00814861794,199.860354446179,224.604518460886,"20",712.976907368511
55.6237043691302,54.6136596198882,166.496117839268,195.231285612835,224.88738181758,"20",696.852149258701
54.71845687045,53.5537633942783,158.489065532842,191.248168650536,224.733283762805,"20",682.742738210911
53.9189716415873,52.6271158343068,151.672735126095,187.808497284117,224.288741119859,"20",670.316061005965
53.2058806907032,51.8093465861552,145.813220317116,184.825763962979,223.659468714634,"20",659.313680271587
52.565228466554,51.082394900205,140.733274818274,182.22798315987,222.920399147434,"20",649.529280492337
51.9864887817566,50.4324170002703,136.29637703508,179.955605403036,222.123812354556,"20",640.794700574699
51.4614050280026,49.8484886795905,132.395791108181,177.959424023018,221.30558655055,"20",632.970695389342
50.9832935449644,49.3217799832842,128.946920519791,176.198709593295,220.489858804288,"20",625.940562445623
50.5466112417372,48.8450145139671,125.881873451375,174.639636552117,219.692435921088,"20",619.605571680284
50.1466768375078,48.41210374756,123.145539568264,173.253993193709,218.923261994278,"20",613.881575341319
49.7794835248403,48.0178914928891,120.692716155429,172.018139195049,218.188190177007,"20",608.696420545214
49.4415675990479,47.6579695112434,118.485973723616,170.912168776623,217.490248246313,"20",603.987927856843
49.1299124906824,47.3285404315024,116.4940501116,169.919240237141,216.830538870881,"20",599.702282141807
48.8418760269235,47.0263130416528,114.690627389504,169.025038232081,216.208877537979,"20",595.79273222814
48.5751335364932,46.7484204100446,113.053389577856,168.21734124964,215.624242618539,"20",592.218527392573
48.3276321896644,46.4923545723435,111.563288865762,167.485672260347,215.075091150196,"20",588.944039038313
48.097553604807,46.2559135642516,110.203968413103,166.821015162981,214.559578772753,"20",585.938029517896
47.883282742025,46.0371578796478,108.961304026299,166.215583407397,214.075711351859,"20",583.173039407228
47.6833817156321,45.8343742785293,107.823037006004,165.66263014853,213.621448012066,"20",580.624871160761
47.4965675454364,45.6460454312515,106.778477598496,165.156291609927,213.194769704809,"20",578.27215188992
47.3216931210067,45.4708242686958,105.81826362272,164.691457139864,212.793723430594,"20",576.095961582881
47.1577308250679,45.3075121756881,104.934162587864,164.263660840301,212.41644936401,"20",574.079515792931
47.0037583824221,45.1550403564183,104.118908369376,163.868990730265,212.061196071146,"20",572.207893909627
46.8589465876984,45.0124538408502,103.366065555817,163.504012243169,211.726327530202,"20",570.467805757737
46.7225486299813,44.8788977059817,102.669916111154,163.165703508418,211.410324602866,"20",568.847390558401
46.5938907819065,44.7536051658343,102.025364155659,162.851400375053,211.111782839066,"20",567.336043317519
92.8279524042007,92.8279524042036,330.650195089892,330.650195089893,330.650195089893,"30",1177.60649007808
90.0140314447731,89.5369207747494,304.23917066983,319.463763400749,335.046482650528,"30",1138.30036894063
87.7553886504113,86.8722028377132,283.010750594472,309.842610319687,337.631460801484,"30",1105.11241320377
85.876824040588,84.6556167233946,265.63980030249,301.59227344391,338.891960025248,"30",1076.65647453563
84.2723175378864,82.7725821586253,251.207666472083,294.513151701157,339.216941252502,"30",1051.98265912225
82.8753452771469,81.146998931388,239.059686477872,288.423004317126,338.901932702984,"30",1030.40696770652
81.6422893657676,79.7264473788393,228.718494123049,283.164229002715,338.164323995755,"30",1011.41578386613
80.543131470824,78.4734236885287,219.828939757002,278.604168561862,337.160445638124,"30",994.610109116341
79.5561848015435,77.360094980367,212.121985071422,274.632613954921,336.000745804388,"30",979.671624612641
78.6650663765855,76.3651092513194,205.39044921415,271.158486765776,334.762016632168,"30",966.341128239999
77.856919146178,75.4716126408479,199.472375789601,268.106572005524,333.496749112891,"30",954.404228695042
77.1213388447423,74.6659843807222,194.239414458467,265.414632373753,332.240082225909,"30",943.681452283593
76.4497043128617,73.9370053951974,189.58856725094,263.030986943211,331.014873816426,"30",934.021137718636
75.8347434255878,73.2752943121685,185.436232286647,260.912532260875,329.835360071677,"30",925.294162356955
75.2702399898366,72.6729123294063,181.713841580639,259.02314648604,328.709777516069,"30",917.389917901991
74.7508274526587,72.1230775537674,178.364621719913,257.332410070496,327.642232227955,"30",910.21316902479
74.2718378590191,71.6199523487801,175.341156822559,255.814581697753,326.634027030604,"30",903.681555758715
73.8291872668305,71.1584808136074,172.603532500552,254.4477774357,325.68460015969,"30",897.72357817638
73.4192861464314,70.7342617001461,170.11790598861,253.213310692173,324.792186176198,"30",892.276950703559
73.0389675577876,70.3434470915191,167.855392672426,252.095159179341,323.954278648669,"30",887.287245149743
72.6854284331267,69.982660300474,165.79119022865,251.07953228319,323.167951551226,"30",882.706762796667
72.3561808313012,69.6489284471855,163.903883151708,250.154518020696,322.430080114543,"30",878.493590565434
72.0490109879011,69.339626481749,162.174885632517,249.309793330506,321.737490266398,"30",874.610806699071
71.7619445976699,69.0524302886867,160.587991579066,248.536385001254,321.08705750567,"30",871.025808972347
71.4932171696779,68.785277107402,159.129008368114,247.826471300052,320.475770123916,"30",867.709744069162
71.2412485703895,68.5363319202336,157.785456596544,247.173216496924,319.900767445694,"30",864.637021029785
71.0046210628073,68.303958759482,156.546322277997,246.570632130373,319.359360718084,"30",861.784894948743
70.7820602896501,68.0866961044206,155.401851032508,246.013460136716,318.849042098705,"30",859.133109662
70.5724187528171,67.8832357037556,154.343376141895,245.497073957736,318.367485624736,"30",856.66359018094
70.3746614211651,67.6924042845633,153.363174101552,245.017394514117,317.912542919105,"30",854.360177240502
124.497606982342,124.497606982348,442.466470578555,442.466470578556,442.466470578556,"40",1576.39462570036
120.692762447175,120.059576622276,407.039382557835,427.392956908097,448.224780057057,"40",1523.40945859244
117.637692398785,116.465802846755,378.568740469285,414.435075925136,451.580121624706,"40",1478.68743326467
115.096512923839,113.476486942923,355.273845976488,403.326781315247,453.182227980112,"40",1440.35585513861
112.926300961537,110.937331772129,335.92107818894,393.797079746752,453.548854518841,"40",1407.1306451882
111.037223734727,108.745764220512,319.631747114285,385.599467780537,453.072555614272,"40",1378.08675846433
109.370271009291,106.83105824904,305.765346537669,378.521220187448,452.041566510989,"40",1352.52946249444
107.884762931818,105.142566935423,293.845463439753,372.383512714327,450.662815864483,"40",1329.9191218858
106.551273109641,103.642678038801,283.511253791868,367.037901278932,449.082256018737,"40",1309.82536223798
105.347555410585,102.302525813035,274.484867804343,362.361770722568,447.401183693009,"40",1291.89790344354
104.256147439637,101.099322466631,266.549121517065,358.253892356708,445.688697353544,"40",1275.84718113359
103.262920492717,100.014653054572,259.531905545471,354.630517218174,443.990934021938,"40",1261.43093033287
102.356172309494,99.0333531454927,253.295111806837,351.422106284307,442.337799627192,"40",1248.44454317332
101.526037495977,98.1427463659225,247.726643817574,348.570662334922,440.747820100042,"40",1236.71391011444
100.764088515065,97.3321095547595,242.734565927029,346.027580470284,439.231613410209,"40",1226.08995787735
100.06305436931,96.5922857344595,238.242758896295,343.751926156066,437.794362325629,"40",1216.44438748176
99.4166144057484,95.9153958248172,234.187651595209,341.709057463423,436.43756845692,"40",1207.66628774612
98.8192418251737,95.2946182586572,230.515731938641,339.869521026388,435.160291618616,"40",1199.65940466748
98.2660813305615,94.7240166554993,227.181629361963,338.208164430827,433.960021556366,"40",1192.33991333522
97.7528511062676,94.198402460797,224.146621612103,336.703419463056,432.833287502818,"40",1185.63458214504
97.2757627491923,93.7132236856734,221.377460189546,335.336720383037,431.776081017817,"40",1179.47924802527
96.8314548623088,93.2644735850629,218.84543769862,334.092029203108,430.784146049573,"40",1173.81754139867
96.4169373252818,92.8486148792083,216.525640735892,332.955446107403,429.853174768466,"40",1168.59981381625
96.0295440944639,92.4625163059989,214.396346462989,331.914887940095,428.978936734566,"40",1163.78223153811
95.6668929380689,92.1033991015389,212.438531469592,330.959821403481,428.157361108159,"40",1159.32600602084
95.3268508901679,91.7687915746726,210.635469147781,330.081040476294,427.384585996099,"40",1155.19673808501
95.0075044729862,91.4564903489231,208.972397400546,329.270479780581,426.656985005626,"40",1151.36385700866
94.7071339297295,91.1645271445806,207.436242667111,328.521057342643,425.971178193045,"40",1147.80013927711
94.4241908541985,90.8911401978881,206.015389365531,327.826541526398,425.324032524599,"40",1144.48129446861
94.1572787133628,90.6347495852065,204.699486210569,327.181437956364,424.712655479148,"40",1141.38560794465
156.170448367692,156.170448367699,554.284872562869,554.284872562871,554.28487256287,"50",1975.195514424
151.374344444619,150.585140937903,509.841194772523,535.323796226023,561.404768799996,"50",1908.52924518106
147.522578399843,146.062091578059,474.127958955026,519.028837445373,565.530150135599,"50",1852.2716165139
144.318564343223,142.299868725265,444.908844105879,505.062318234789,567.473618727727,"50",1804.06321413688
141.582464000392,139.104447671656,420.63522900263,493.081824681915,567.881699923934,"50",1762.28566528053
139.201127084553,136.346774939982,400.204376795932,482.776573395081,567.243957469045,"50",1725.77280968459
137.100144826748,133.93781276359,382.812628995846,473.878705330997,565.919461243338,"50",1693.64875316052
135.228171302539,131.813767182982,367.862301143523,466.163222149474,564.165730960108,"50",1665.23319273863
133.548037114135,129.927243655014,354.900737968964,459.443440070775,562.164218521427,"50",1639.98367733032
132.031630391777,128.2418604467,343.579416845297,453.565204045379,560.040722147419,"50",1617.45883387657
130.65688139987,126.728894096132,333.625923417452,448.401269513087,557.880945636429,"50",1597.29391406297
129.405935436101,125.365134113807,324.824387152667,443.846374318498,555.742022490222,"50",1579.1838535113
128.264007905389,124.1314696242,317.001588261016,439.813120241837,553.660905529009,"50",1562.87109156145
127.218639158003,123.011928376967,310.016934425675,436.228615481053,551.660409479761,"50",1548.13652692146
126.259189515912,121.993002141555,303.755121366811,433.031771456266,549.75353298191,"50",1534.79261746245
125.376482887605,121.063158274676,298.120683254883,430.171138157024,547.946534844311,"50",1522.6779974185
124.562545388137,120.212475773311,293.033893097481,427.603172641345,546.241114914858,"50",1511.65320181513
123.81040691845,119.432367006565,288.427640614519,425.290851769745,544.635954116423,"50",1501.5972204257
123.113946044235,118.715360129891,284.245027034819,423.202557008885,543.127796974795,"50",1492.40468719263
122.467765762776,118.054925672535,280.437492131002,421.311173952036,541.712208037951,"50",1483.9835655563
121.867092071451,117.445336108839,276.963340949044,419.593361487774,540.384096150002,"50",1476.25322676711
121.307689891649,116.88155062871,273.786573971054,418.028955395201,539.138073715975,"50",1469.14284360259
120.785792552939,116.359119551915,270.875950004613,416.600478888802,537.96869892293,"50",1462.5900399212
120.298042105104,115.874104323139,268.204229301165,415.29273866459,536.87063519616,"50",1456.53974959016
119.841438428891,115.423010048572,265.747557524844,414.09248966668,535.838752394322,"50",1450.94324806331
119.413295597407,115.002728253558,263.484960745515,412.988155398763,534.868187258256,"50",1445.7573272535
119.01120427862,114.610488056706,261.397928655647,411.969593392028,533.954375625868,"50",1440.94359000887
118.632999215558,114.243814334855,259.470068428464,411.027897597437,533.093065338823,"50",1436.46784491514
118.276731004097,113.900491737134,257.686815545418,410.155231144744,532.28031619291,"50",1432.2995856243
117.940641528791,113.578533622834,256.035190878171,409.34468421488,531.51249143528,"50",1428.41154167996
187.844897029311,187.844897029323,666.104338349768,666.104338349771,666.10433834977,"60",2374.00280910794
182.057364150167,181.112172043596,612.643806704317,643.255457861772,674.585602478191,"60",2293.65440323804
177.40876642203,175.659736204451,569.687790675673,623.623245581371,679.480860878656,"60",2225.86039976218
173.541806856233,171.124517009126,534.544316982484,606.798367807142,681.765568637001,"60",2167.77457729199
170.239725784906,167.27275677277,505.349747605642,592.366975799133,682.215008703611,"60",2117.44421466606
167.366051068677,163.948917886337,480.777289047177,579.953997520515,681.415745747798,"60",2073.4620012705
164.830972276069,161.04564815348,459.860124385641,569.236434647692,679.797678756269,"60",2034.77085821915
162.572475114071,158.486004594761,441.879293669644,559.943111220082,677.668914933257,"60",2000.54979953182
160.545645461559,156.212808880019,426.290327615813,551.849101420944,675.246403418941,"60",1970.14428679728
158.716504405351,154.182162156971,412.674028802484,544.768708727649,672.680442384673,"60",1943.02184647713
157.058373861983,152.359404415458,400.70275105902,538.548671616668,670.073339883271,"60",1918.7425408364
155.549672343558,150.71652893131,390.116861649221,533.062213971739,667.493225111531,"60",1896.93850200736
154.17253229738,149.23047783556,380.708028276098,528.204077822363,664.984097181631,"60",1877.29921341303
152.911899319866,147.881982559207,372.30716217265,523.886476375381,662.573059141178,"60",1859.56057956828
151.754921189764,146.654749443731,364.775589946653,520.035837058895,660.27548991,"60",1843.49658754904
150.690516393585,145.534869886745,357.998498794479,516.590194140468,658.098724012425,"60",1828.9128032277
149.709057544764,144.510380720701,351.880005553676,513.497103464024,656.044659257684,"60",1815.64120654085
148.802131020892,143.570928050463,346.33940149962,510.711971946449,654.111597440949,"60",1803.53602995837
147.962349063606,142.707504400055,341.308259450482,508.196714786407,652.295537665266,"60",1792.47036536582
147.18319932585,141.912239242063,336.728181036388,505.918671250373,650.591079618853,"60",1782.33337047353
146.458922072142,141.17822939529,332.549024709365,503.849724732943,648.992049278933,"60",1773.02795018867
145.784408428293,140.499399883898,328.727498712941,501.965584665701,647.491927376448,"60",1764.46881906728
145.155115075782,139.870388541103,325.226033968211,500.245197185887,646.084138001683,"60",1756.58087277267
144.566992072908,139.286449444455,322.011873734342,498.670258739621,644.762238346779,"60",1749.2978123381
144.016421338981,138.74337150638,319.056332680547,497.224812416107,643.520038883179,"60",1742.56097682519
143.500163921214,138.237409413271,316.334189495654,495.894911152167,642.351674911201,"60",1736.31834889351
143.015314576067,137.765224730377,313.823185611579,494.668335300893,641.251644434352,"60",1730.52370465327
142.559262495574,137.323835448497,311.503608892894,493.534354655234,640.2148230227,"60",1725.1358845149
142.129657232381,136.910572592031,309.357945847965,492.483527032567,639.236463251589,"60",1720.11816595653
141.72437904798,136.523042769823,307.370589474063,491.507527096426,638.312184092343,"60",1715.43772248063
219.520269292801,219.520269292816,777.924412220322,777.924412220325,777.924412220324,"70",2772.81377524659
212.741209943225,211.640045983639,715.446875443978,751.187589167095,787.766918695605,"70",2678.78263923354
207.295702506874,205.258159916511,665.247972412409,728.218022706644,793.43196086197,"70",2599.45181840441
