"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","run","tots"
50,50,50,50,50,"Ex: $20 all",250
47.6591873122333,48.9091873122332,45.9153945034076,48.4153945034076,50.9153945034076,"Ex: $20 all",241.814558134689
45.586743906952,47.9574342388218,42.6526041552952,47.1151331388433,51.5441079583109,"Ex: $20 all",234.856023398223
43.7382161076457,47.1232013019966,39.9920466654808,46.0420732984034,51.9600050669198,"Ex: $20 all",228.855542440446
42.0786196149842,46.3890334671462,37.7857425390638,45.1514066275937,52.2218518384336,"Ex: $20 all",223.626654087221
40.5800010700028,45.740653375727,35.9303785624523,44.4080617437982,52.3745873838602,"Ex: $20 all",219.033682135841
39.2197302489271,45.1662768134219,34.3516830127707,43.7845155425042,52.4516466422261,"Ex: $20 all",214.97385225985
37.9792751185428,44.6560936105518,32.994917458083,43.2590541751163,52.4774137636911,"Ex: $20 all",211.366754125985
36.8433049201566,44.2018713516571,31.8188625943028,42.8144311360312,52.4693976071625,"Ex: $20 all",208.14786760931
35.7990216049675,43.7966503786917,30.791889547737,42.436846140784,52.440003069254,"Ex: $20 all",205.264410741434
34.8356536653893,43.4345069679694,29.8893217216094,42.1151721385536,52.3979052371386,"Ex: $20 all",202.67255973066
33.9440676309587,43.1103677560746,29.0916200713246,41.8403700989906,52.3490844634609,"Ex: $20 all",200.335510020809
33.1164662230084,42.8198629986721,28.3831078684462,41.6050444491288,52.2975915772107,"Ex: $20 all",198.222073116466
32.346151260003,42.5592095080467,27.7510572740595,41.4031035076782,52.2461066950383,"Ex: $20 all",196.305628244826
31.6273355698577,42.325116473944,27.1850236765346,41.2294983677847,52.196343914425,"Ex: $20 all",194.563318002546
30.9549924247188,42.114709083415,26.6763529219446,41.080020598374,52.1493426293898,"Ex: $20 all",192.975417657842
30.3247340077784,41.9254661036218,26.2178112745878,40.9511442765783,52.1056762198387,"Ex: $20 all",191.524831882405
29.7327125591069,41.7551685085648,25.8033038741384,40.8399016434031,52.0656008854219,"Ex: $20 all",190.196687470635
29.1755393945188,41.6018569096202,25.4276579293349,40.7437844401872,52.0291612900019,"Ex: $20 all",188.977999963663
28.6502181252243,41.463796056591,25.0864538994873,40.6606650055953,51.9962651290163,"Ex: $20 all",187.857398215914
28.154089246328,41.3394450574324,24.7758926871226,40.5887326945278,51.9667353858979,"Ex: $20 all",186.824895071309
27.6847838915432,41.2274322543027,24.4926901630395,40.5264422698518,51.9403466069655,"Ex: $20 all",185.871695185703
27.2401850273007,41.1265339150239,24.2339926567926,40.4724717227575,51.9168497587678,"Ex: $20 all",184.990033080642
26.8183947223786,41.0356560697385,23.9973086876141,40.4256875753755,51.8959889562604,"Ex: $20 all",184.173036011367
26.4177064083207,40.9538189551052,23.7804533914936,40.3851161658919,51.8775124295711,"Ex: $20 all",183.414607350382
26.0365812622672,40.8801436320434,23.5815029590062,40.3499197520744,51.8611794328371,"Ex: $20 all",182.709327038228
25.6736280127141,40.813840424651,23.3987570300064,40.319376523018,51.8467643191568,"Ex: $20 all",182.052366309546
25.3275856014764,40.7541988925896,23.2307074604079,40.2928638022018,51.8340586595078,"Ex: $20 all",181.439414416183
24.9973082401427,40.7005791007745,23.0760122280574,40.2698438730712,51.8228720334076,"Ex: $20 all",180.866615475453
24.6817524828928,40.6524039915343,22.9334735109014,40.2498519726224,51.8130319384296,"Ex: $20 all",180.330513896381
24.3799660044507,40.6091526977156,22.8020191737838,40.2324860872211,51.8043831352004,"Ex: $20 all",179.828007098372
50,50,50,50,50,"Ex: Sp5- $40",250
51.25,52.5,52.5,55,50,"Ex: Sp5- $40",261.25
52.37265625,54.7984756097561,54.7984756097561,59.6079268292683,49.7560975609756,"Ex: Sp5- $40",271.333631859756
53.3711419598352,56.8823001242395,56.8823001242395,63.7089655075397,49.3317589043972,"Ex: Sp5- $40",280.176466620251
54.2514798375821,58.7472861425442,58.7472861425442,67.2400004147095,48.7831100247966,"Ex: Sp5- $40",287.769162562177
55.0217137792526,60.3969170380331,60.3969170380331,70.1887899167854,48.1570438115631,"Ex: Sp5- $40",294.161381583667
55.6910934092643,61.8406734705881,61.8406734705881,72.5844692486332,47.4907935377684,"Ex: Sp5- $40",299.447703136842
56.269371789313,63.0922650767274,63.0922650767274,74.4837805477709,46.8125346883105,"Ex: Sp5- $40",303.750217178849
56.7662660991121,64.1679984796866,64.1679984796866,75.9573193593982,46.1425833625774,"Ex: Sp5- $40",307.202165780461
57.1910866008814,65.0854135504287,65.0854135504287,77.0785344549779,45.4948327768126,"Ex: Sp5- $40",309.935280933529
57.5525111097742,65.8622338566735,65.8622338566735,77.9164260369616,44.8781761948635,"Ex: Sp5- $40",312.071581054946
57.8584708353823,66.5156190097772,66.5156190097772,78.5316286057566,44.2977710938725,"Ex: Sp5- $40",313.719108554566
58.1161136965896,67.0616758255746,67.0616758255746,78.9750028450313,43.7560836746256,"Ex: Sp5- $40",314.970551867396
58.3318171345383,67.5151745888342,67.5151745888342,79.2878035880591,43.2537080359392,"Ex: Sp5- $40",315.903677936205
58.5112298084243,67.8894181088137,67.8894181088137,79.5026767643725,42.7899838985129,"Ex: Sp5- $40",316.582726688937
58.6593281438245,68.196218406561,68.196218406561,79.6449805150261,42.3634482748742,"Ex: Sp5- $40",317.060193746847
58.7804787615958,68.4459448497942,68.4459448497942,79.7341332239998,41.9721573762117,"Ex: Sp5- $40",317.378659061396
58.8785013642409,68.6476162501833,68.6476162501833,79.7848380067801,41.6139108207216,"Ex: Sp5- $40",317.572482692109
58.9567290007976,68.8090169375472,68.8090169375472,79.8081245053542,41.2864042512252,"Ex: Sp5- $40",317.669291632471
59.0180641136028,68.9368228608261,68.9368228608261,79.812199600891,40.9873305636106,"Ex: Sp5- $40",317.691239999757
59.0650296749638,69.0367283978059,69.036728397806,79.8031233723595,40.7144448558962,"Ex: Sp5- $40",317.656054698831
59.0998152553074,69.1135679816687,69.1135679816687,79.7853361641431,40.4656041358789,"Ex: Sp5- $40",317.577891518667
59.124318166097,69.1714291057201,69.1714291057201,79.7620641017082,40.2387897149056,"Ex: Sp5- $40",317.468030194151
59.1401799807337,69.2137549694247,69.2137549694247,79.7356280800366,40.032117909026,"Ex: Sp5- $40",317.335435908646
59.148818811367,69.2434361689913,69.2434361689913,79.7076775153176,39.8438429928185,"Ex: Sp5- $40",317.187211657486
59.1514577440303,69.2628915676178,69.2628915676178,79.6793662097642,39.6723551501722,"Ex: Sp5- $40",317.028962239202
59.1491498301983,69.2741389231848,69.2741389231848,79.6514840858774,39.5161753142283,"Ex: Sp5- $40",316.865087076674
59.1428000127501,69.2788560942672,69.2788560942672,79.6245554999229,39.3739481886578,"Ex: Sp5- $40",316.699015889865
59.1331843362738,69.2784337545486,69.2784337545487,79.5989123688693,39.244434322445,"Ex: Sp5- $40",316.533398536685
59.1209667603632,69.2740205682348,69.2740205682348,79.5747483866373,39.1265018179106,"Ex: Sp5- $40",316.370258101381
59.1067138627966,69.2665617479896,69.2665617479896,79.552159083343,39.0191180491799,"Ex: Sp5- $40",316.211114491299
50,50,50,50,50,"Ex: Sp4- $40",250
51.25,52.5,52.5,47.5,57.5,"Ex: Sp4- $40",261.25
52.30703125,54.73125,54.73125,45.00625,64.25625,"Ex: Sp4- $40",271.03203125
53.1802625070699,56.6847388371848,56.6847388371848,42.5579455241945,69.9191459120582,"Ex: Sp4- $40",279.026831617692
53.8844345291999,58.3649960771745,58.3649960771745,40.1905599450338,74.3474777373167,"Ex: Sp4- $40",285.152464365899
54.4371556408008,59.7864281601689,59.7864281601689,37.9304454343269,77.5960364390819,"Ex: Sp4- $40",289.536493834547
54.8565522076229,60.9694288385395,60.9694288385395,35.7930091590484,79.8444453295339,"Ex: Sp4- $40",292.432864373284
55.1597204664595,61.9371682230221,61.9371682230221,33.7838238063928,81.3162667925323,"Ex: Sp4- $40",294.134147511429
55.3619842995543,62.7133722386036,62.7133722386036,31.9011983930179,82.222242963451,"Ex: Sp4- $40",294.91217013323
55.4767165705066,63.3209791292178,63.3209791292178,30.1389097582591,82.7341920555244,"Ex: Sp4- $40",294.991776642726
55.5154560823675,63.7814124855604,63.7814124855604,28.4884059779341,82.980459380401,"Ex: Sp4- $40",294.547146411823
