"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","run","tots"
50,50,50,50,50,"Ex: Uniform Prices",250
47.6591873122333,48.9091873122332,45.9153945034076,48.4153945034076,50.9153945034076,"Ex: Uniform Prices",241.814558134689
45.586743906952,47.9574342388218,42.6526041552952,47.1151331388433,51.5441079583109,"Ex: Uniform Prices",234.856023398223
43.7382161076457,47.1232013019966,39.9920466654808,46.0420732984034,51.9600050669198,"Ex: Uniform Prices",228.855542440446
42.0786196149842,46.3890334671462,37.7857425390638,45.1514066275937,52.2218518384336,"Ex: Uniform Prices",223.626654087221
40.5800010700028,45.740653375727,35.9303785624523,44.4080617437982,52.3745873838602,"Ex: Uniform Prices",219.033682135841
39.2197302489271,45.1662768134219,34.3516830127707,43.7845155425042,52.4516466422261,"Ex: Uniform Prices",214.97385225985
37.9792751185428,44.6560936105518,32.994917458083,43.2590541751163,52.4774137636911,"Ex: Uniform Prices",211.366754125985
36.8433049201566,44.2018713516571,31.8188625943028,42.8144311360312,52.4693976071625,"Ex: Uniform Prices",208.14786760931
35.7990216049675,43.7966503786917,30.791889547737,42.436846140784,52.440003069254,"Ex: Uniform Prices",205.264410741434
34.8356536653893,43.4345069679694,29.8893217216094,42.1151721385536,52.3979052371386,"Ex: Uniform Prices",202.67255973066
33.9440676309587,43.1103677560746,29.0916200713246,41.8403700989906,52.3490844634609,"Ex: Uniform Prices",200.335510020809
33.1164662230084,42.8198629986721,28.3831078684462,41.6050444491288,52.2975915772107,"Ex: Uniform Prices",198.222073116466
32.346151260003,42.5592095080467,27.7510572740595,41.4031035076782,52.2461066950383,"Ex: Uniform Prices",196.305628244826
31.6273355698577,42.325116473944,27.1850236765346,41.2294983677847,52.196343914425,"Ex: Uniform Prices",194.563318002546
30.9549924247188,42.114709083415,26.6763529219446,41.080020598374,52.1493426293898,"Ex: Uniform Prices",192.975417657842
30.3247340077784,41.9254661036218,26.2178112745878,40.9511442765783,52.1056762198387,"Ex: Uniform Prices",191.524831882405
29.7327125591069,41.7551685085648,25.8033038741384,40.8399016434031,52.0656008854219,"Ex: Uniform Prices",190.196687470635
29.1755393945188,41.6018569096202,25.4276579293349,40.7437844401872,52.0291612900019,"Ex: Uniform Prices",188.977999963663
28.6502181252243,41.463796056591,25.0864538994873,40.6606650055953,51.9962651290163,"Ex: Uniform Prices",187.857398215914
28.154089246328,41.3394450574324,24.7758926871226,40.5887326945278,51.9667353858979,"Ex: Uniform Prices",186.824895071309
27.6847838915432,41.2274322543027,24.4926901630395,40.5264422698518,51.9403466069655,"Ex: Uniform Prices",185.871695185703
27.2401850273007,41.1265339150239,24.2339926567926,40.4724717227575,51.9168497587678,"Ex: Uniform Prices",184.990033080642
26.8183947223786,41.0356560697385,23.9973086876141,40.4256875753755,51.8959889562604,"Ex: Uniform Prices",184.173036011367
26.4177064083207,40.9538189551052,23.7804533914936,40.3851161658919,51.8775124295711,"Ex: Uniform Prices",183.414607350382
26.0365812622672,40.8801436320434,23.5815029590062,40.3499197520744,51.8611794328371,"Ex: Uniform Prices",182.709327038228
25.6736280127141,40.813840424651,23.3987570300064,40.319376523018,51.8467643191568,"Ex: Uniform Prices",182.052366309546
25.3275856014764,40.7541988925896,23.2307074604079,40.2928638022018,51.8340586595078,"Ex: Uniform Prices",181.439414416183
24.9973082401427,40.7005791007745,23.0760122280574,40.2698438730712,51.8228720334076,"Ex: Uniform Prices",180.866615475453
24.6817524828928,40.6524039915343,22.9334735109014,40.2498519726224,51.8130319384296,"Ex: Uniform Prices",180.330513896381
24.3799660044507,40.6091526977156,22.8020191737838,40.2324860872211,51.8043831352004,"Ex: Uniform Prices",179.828007098372
50,50,50,50,50,"Ex: Single High Price",250
51.25,52.5,52.5,55,50,"Ex: Single High Price",261.25
52.37265625,54.7984756097561,54.7984756097561,59.6079268292683,49.7560975609756,"Ex: Single High Price",271.333631859756
53.3711419598352,56.8823001242395,56.8823001242395,63.7089655075397,49.3317589043972,"Ex: Single High Price",280.176466620251
54.2514798375821,58.7472861425442,58.7472861425442,67.2400004147095,48.7831100247966,"Ex: Single High Price",287.769162562177
55.0217137792526,60.3969170380331,60.3969170380331,70.1887899167854,48.1570438115631,"Ex: Single High Price",294.161381583667
55.6910934092643,61.8406734705881,61.8406734705881,72.5844692486332,47.4907935377684,"Ex: Single High Price",299.447703136842
56.269371789313,63.0922650767274,63.0922650767274,74.4837805477709,46.8125346883105,"Ex: Single High Price",303.750217178849
56.7662660991121,64.1679984796866,64.1679984796866,75.9573193593982,46.1425833625774,"Ex: Single High Price",307.202165780461
57.1910866008814,65.0854135504287,65.0854135504287,77.0785344549779,45.4948327768126,"Ex: Single High Price",309.935280933529
57.5525111097742,65.8622338566735,65.8622338566735,77.9164260369616,44.8781761948635,"Ex: Single High Price",312.071581054946
57.8584708353823,66.5156190097772,66.5156190097772,78.5316286057566,44.2977710938725,"Ex: Single High Price",313.719108554566
58.1161136965896,67.0616758255746,67.0616758255746,78.9750028450313,43.7560836746256,"Ex: Single High Price",314.970551867396
58.3318171345383,67.5151745888342,67.5151745888342,79.2878035880591,43.2537080359392,"Ex: Single High Price",315.903677936205
58.5112298084243,67.8894181088137,67.8894181088137,79.5026767643725,42.7899838985129,"Ex: Single High Price",316.582726688937
58.6593281438245,68.196218406561,68.196218406561,79.6449805150261,42.3634482748742,"Ex: Single High Price",317.060193746847
58.7804787615958,68.4459448497942,68.4459448497942,79.7341332239998,41.9721573762117,"Ex: Single High Price",317.378659061396
