"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","run","tots"
0,0,29.5385165422524,-6.99541227650634e-14,1.96311845905594e-13,"1",29.5385165422525
0,0,29.5173939746813,-3.68913895692435e-14,5.78034151808797e-14,"1",29.5173939746813
0,0,29.5358399937545,0,2.70925159458179e-13,"1",29.5358399937548
0,0,29.5493270079838,6.85148448624938e-14,3.24664031713647e-13,"1",29.5493270079842
0,0,29.5306637919616,5.21082936797711e-14,-1.02726666808591e-13,"1",29.5306637919616
0,0,29.4677824750353,6.23319896726402e-14,-1.47257761401115e-13,"1",29.4677824750352
0,0,29.3593743317005,8.79817159863735e-14,-4.40840878706586e-13,"1",29.3593743317001
0,0,29.2101004192698,-3.66119896275218e-15,9.84995105415044e-14,"1",29.2101004192699
0,0,29.0268418583512,5.70878248190539e-14,-9.95070523613307e-14,"1",29.0268418583512
0,0,28.8164473147561,1.74900160410694e-14,3.73791310426173e-14,"1",28.8164473147562
0,0,28.584709120213,1.07760744064498e-13,-1.46757701675514e-13,"1",28.584709120213
0,0,28.336090105781,-1.06269943869631e-13,-3.88797800242855e-13,"1",28.3360901057805
0,0,28.0738111864592,-9.11813809061927e-14,2.83355859001654e-13,"1",28.0738111864594
0,0,27.8000657059366,2.43687571104084e-14,-1.95941276250496e-13,"1",27.8000657059364
0,0,27.5162479601516,1.10573419974807e-14,9.78159246178006e-14,"1",27.5162479601517
0,0,27.2231541433919,2.00082221527216e-14,4.76328200679484e-14,"1",27.223154143392
0,0,26.9211481457016,-1.67865397747214e-14,2.47061467997684e-13,"1",26.9211481457018
0,0,26.6102981268592,-1.62173088286233e-14,2.79379596763638e-14,"1",26.6102981268592
0,0,26.2904932084729,7.26185530777907e-15,-1.95190504906919e-14,"1",26.2904932084729
0,0,25.9615486280126,-1.29592253802546e-14,1.39865499065956e-14,"1",25.9615486280126
0,0,25.6233049246949,0,-2.90113512255813e-14,"1",25.6233049246949
0,0,24.4189004696755,0.856412585943345,0,"1",25.2753130556188
0,0,0,-1.73090407951144e-15,25.017069451748,"1",25.017069451748
0,0,0,-2.04280012170395e-14,24.7572781937825,"1",24.7572781937825
0,0,-4.55731831013365e-15,4.90963864614695e-15,24.3150445407333,"1",24.3150445407333
0,0,2.1213993694559e-14,-3.42673815710599e-15,23.7068688078613,"1",23.7068688078613
0,0,0,0,22.9806101571038,"1",22.9806101571038
0,0,0,0,22.2056875675689,"1",22.2056875675689
0,0,9.20810350553265e-16,9.87165125910359e-16,21.4504409458025,"1",21.4504409458025
0,0,5.85760191866504e-16,6.2597083327405e-16,20.7622584984231,"1",20.7622584984231
0,0,290.832810652537,2.47956947857208e-12,3.3680223789858e-15,"10",290.832810652539
-2.42325956094478e-14,0,291.241642668466,3.70984692193276e-12,3.7129907392785e-12,"10",291.241642668473
-4.71354463695459e-14,0,291.954616771785,-1.24099263660577e-12,-3.52404818208388e-12,"10",291.95461677178
2.28385329183946e-14,0,292.552376657561,1.24868962978633e-12,3.39168597540836e-12,"10",292.552376657566
0,0,292.779809190883,-2.51319285068681e-12,9.9556945712034e-12,"10",292.77980919089
2.11513766859362e-14,0,292.527712046678,-5.05097009337002e-12,-3.27289704696412e-12,"10",292.52771204667
-4.04290615637375e-14,0,291.791333989873,-2.5322519948069e-12,-4.99849680656228e-28,"10",291.79133398987
0,0,290.623636113579,2.53283889295862e-12,3.58126525655846e-15,"10",290.623636113582
0,0,289.098417781864,5.05472009887064e-12,3.28379134328577e-12,"10",289.098417781872
1.7245226303949e-14,0,287.288187822984,5.03253002176745e-12,3.32119094988336e-12,"10",287.288187822992
-1.62502646135635e-14,0,285.254218156356,2.50008538092284e-12,-3.39506521114034e-12,"10",285.254218156355
-1.5268224349271e-14,0,283.044031364294,-2.47930688736032e-12,-5.39515480728149e-12,"10",283.044031364286
0,0,280.692429256379,-2.45433452165752e-12,1.05488307692534e-14,"10",280.692429256377
1.56359440240721e-13,0,278.22372920568,0,3.63361953077989e-12,"10",278.223729205684
0,0,275.654090681762,0,-1.25341204059563e-14,"10",275.654090681762
1.94066627740369e-13,0,272.993521442542,-2.73305712857477e-13,-4.94600844512967e-28,"10",272.993521442542
-8.81914881204593e-14,0,270.247492247772,0,3.90810515387116e-12,"10",270.247492247776
0,0,267.418222303633,0,-1.07424367859108e-11,"10",267.418222303622
0,0,264.50573216961,-1.62569852229277e-12,4.2981817714806e-12,"10",264.505732169613
0,0,261.508753820165,0,0,"10",261.508753820165
0,0,258.425564941816,0,1.41955182949278e-12,"10",258.425564941817
0,0,255.254787519822,0,4.1477147144589e-13,"10",255.254787519822
0,0,0,0,252.261435753797,"10",252.261435753797
0,0,-7.37168992901988e-13,0,250.252412385921,"10",250.25241238592
0,0,5.48198019804196e-13,5.93095630657235e-13,246.538772821282,"10",246.538772821283
0,0,0,8.52203962907074e-13,241.173328667751,"10",241.173328667752
0,0,0,5.95116487773548e-13,234.474347918068,"10",234.474347918069
0,0,-3.74711696392227e-13,-2.02697701067412e-13,227.006877483794,"10",227.006877483793
0,0,1.52350179305075e-12,2.70805368790041e-13,219.428835414537,"10",219.428835414539
0,0,-8.18675631651939e-14,0,212.28903667278,"10",212.28903667278
0,0,620.504462721138,9.91964015125537e-12,7.18557663593946e-15,"20",620.504462721148
-1.92528442359427e-13,0,616.559418826633,4.86165451616481e-12,1.48616379776164e-11,"20",616.559418826653
-9.19553809344606e-14,0,613.966880967642,9.62082667899753e-12,-6.99634917346789e-12,"20",613.966880967645
