"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","effort.t_1","effort.t_2","effort.t_3","effort.t_4","effort.t_5","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5"
50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54.99999995,57.49999995,59.99999995,62.49999995,64.99999995,5.00000041370185e-08,5.00000041370185e-08,5.00000041370185e-08,5.00000041370185e-08,5.00000041370185e-08,4.00000033096148e-09,4.00000033096148e-09,4.00000033096148e-09,4.00000033096148e-09,4.00000033096148e-09,9.9600008240941e-06,9.9600008240941e-06,9.9600008240941e-06,9.9600008240941e-06,9.9600008240941e-06,1.00000008274037e-05,1.00000008274037e-05,1.00000008274037e-05,1.00000008274037e-05,1.00000008274037e-05
59.9499998959994,64.8312498947494,69.5999998939994,74.2187498937493,78.6499998939993,5.50005906984769e-08,5.75006175506804e-08,6.00006444028839e-08,6.25006712550874e-08,6.50006981072909e-08,4.00004296352563e-09,4.00004296352563e-09,4.00004296352563e-09,4.00004296352563e-09,4.00004296352563e-09,1.19601284509415e-05,1.19601284509415e-05,1.19601284509415e-05,1.19601284509415e-05,1.19601284509415e-05,1.30001396214582e-05,1.25001342510175e-05,1.20001288805768e-05,1.15001235101361e-05,1.10001181396954e-05
64.7519948401888,71.6713519095968,78.0633598410205,83.7860105874509,88.7250648517926,5.99497918711e-08,6.48310249320427e-08,6.95997583838575e-08,7.42184923566683e-08,7.8649726980599e-08,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,1.38499519197696e-05,1.38499519197696e-05,1.38499519197696e-05,1.38499519197696e-05,1.38499519197696e-05,1.57299453961198e-05,1.48436984713337e-05,1.39199516767715e-05,1.29662049864085e-05,1.198995837422e-05
69.3167520719071,77.762409357157,84.913151100691,90.5785379465885,94.7272808764146,6.47517701524951e-08,7.16711032119188e-08,7.80630889632455e-08,8.37857198522306e-08,8.87247569781858e-08,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,1.5439857705122e-05,1.5439857705122e-05,1.5439857705122e-05,1.5439857705122e-05,1.5439857705122e-05,1.77449513956372e-05,1.67571439704461e-05,1.56126177926491e-05,1.43342206423838e-05,1.2950354030499e-05
73.5704781813761,82.9501551594523,90.03743853666,94.8454491465973,97.7241028541022,6.93160190194812e-08,7.77615869885213e-08,8.49122531100963e-08,9.0577580042258e-08,9.47262790974654e-08,3.99995769839734e-09,3.99995769839734e-09,3.99995769839734e-09,3.99995769839734e-09,3.99995769839734e-09,1.66517491533289e-05,1.66517491533289e-05,1.66517491533289e-05,1.66517491533289e-05,1.66517491533289e-05,1.89452558194931e-05,1.81155160084516e-05,1.69824506220193e-05,1.55523173977043e-05,1.38632038038962e-05
77.4593432244079,87.1930169014059,93.6254525083149,97.2898775059513,99.0585627970042,7.35707456434689e-08,8.29504567209298e-08,9.00377658636306e-08,9.48457939528695e-08,9.77244581255877e-08,4.0000145418162e-09,4.0000145418162e-09,4.0000145418162e-09,4.0000145418162e-09,4.0000145418162e-09,1.75251686668413e-05,1.75251686668413e-05,1.75251686668413e-05,1.75251686668413e-05,1.75251686668413e-05,1.95448916251175e-05,1.89691587905739e-05,1.80075531727261e-05,1.6590091344186e-05,1.47141491286938e-05
80.9513120863171,90.5430552955284,96.0127319884688,98.6082148360224,99.6181071957004,7.74590744425544e-08,8.71927143439646e-08,9.36251276304938e-08,9.72895399126732e-08,9.90582190664354e-08,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,1.81449871546438e-05,1.81449871546438e-05,1.81449871546438e-05,1.81449871546438e-05,1.81449871546438e-05,1.98116438132871e-05,1.94579079825346e-05,1.87250255260988e-05,1.74385428687929e-05,1.54918148885109e-05
84.0353445656369,93.1118372068968,97.5440458722858,99.29442198969,99.8463677259785,8.0951031187425e-08,9.05427411135433e-08,9.60123988268516e-08,9.8607872668149e-08,9.96177615235274e-08,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,1.85892723515788e-05,1.85892723515788e-05,1.85892723515788e-05,1.85892723515788e-05,1.85892723515788e-05,1.99235523047055e-05,1.97215745336298e-05,1.92024797653703e-05,1.81085482227087e-05,1.6190206237485e-05
86.7185351221986,95.0359455917234,98.502300583118,99.6447216939077,99.9384053732917,8.40350529652344e-08,9.31115141113071e-08,9.75437073970503e-08,9.92940774406961e-08,9.98460212617476e-08,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,3.99998612010677e-09,1.89132150658404e-05,1.89132150658404e-05,1.89132150658404e-05,1.89132150658404e-05,1.89132150658404e-05,1.99692042523495e-05,1.98588154881392e-05,1.95087414794101e-05,1.86223028222614e-05,1.68070105930469e-05
