"s_1","s_3","s_4","s_5","s_1.1","s_3.1","s_4.1","s_5.1","t_1","t_2","t_2.1","t_2.2","t_1.1","t_2.3","t_2.1.1","t_2.2.1","c(extract[[i]]$mortality1)","c(extract[[i]]$mortality2)","tot_profit","tot_biomass"
50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130986557232122,0.178129140149305,NA,200
44.0127858448703,48.4506721383939,47.7627858448703,52.7550572878636,9.73721415512972,6.54932786160609,9.73721415512972,7.24494271213643,3.32302859065772,1.19777106164197,3.32302859065772,1.66151429532886,229.288972755383,82.6462032532959,229.288972755383,112.982972082363,0.130986557232122,0.178129140149305,8.3075714766443,192.981301115998
39.2266841379478,47.0994845657579,45.8455257639787,54.8641555664842,8.48233160691336,6.3463867389905,9.40224469936385,7.8605403587417,3.23573985974201,1.17781641564974,3.3733624264059,1.7782877744653,207.100073079362,78.5210906542421,223.498523900055,121.366886195801,0.130986557232122,0.178129140149305,8.38739006061322,187.035850034169
35.3253623559952,45.9132592555133,44.2038579372781,56.4098852106021,7.47722527995734,6.16939933067608,9.08988885816732,8.35963031838228,3.15269736364771,1.16505636152617,3.4079079247867,1.8778249886731,188.982707098228,75.3405374923902,217.814681525591,128.303638000145,0.130986557232122,0.178129140149305,8.43843027710751,181.852364759389
32.0930106892751,44.8658365945024,42.7967905928461,57.4964384586229,6.65933418174588,6.01401976118554,8.80628155599824,8.74910023832686,3.07514516181235,1.15755541116117,3.43199519173122,1.96129372502396,173.947709051965,72.8315673779346,212.415749838129,133.792405262349,0.130986557232122,0.178129140149305,8.46843407856753,177.252076335246
29.3773204202543,43.9362958539009,41.5880239663926,58.2276128666713,5.9846998697591,5.87682147285282,8.55310794916351,9.04403923369588,3.0035295871871,1.1537531092696,3.44933310331026,2.03078059563641,161.308225833755,70.8057328125205,207.403189707823,137.988045164289,0.130986557232122,0.178129140149305,8.48364328613378,173.129253107219
27.0679480189272,43.1076947065236,40.5463975468714,58.6945804527616,5.42143003175381,5.75506413143443,8.32934239715124,9.26225795997448,2.93776098595048,1.15248814430288,3.46234407625366,2.08859808379654,150.56683955651,69.1350302290362,202.819493762027,141.110737484606,0.130986557232122,0.178129140149305,8.48870314600068,169.416620725084
25.0832125246243,42.3661584421858,39.6457013586913,58.9713985232587,4.94591698220897,5.64652851982089,8.13258439015469,9.42079901250468,2.87746131695304,1.15293746449546,3.47254457966384,2.13689996861346,141.352677212369,67.7327021050481,198.668312836877,143.386142641151,0.130986557232122,0.178129140149305,8.48690586523034,166.06647084876
23.3615137754664,41.7002101308337,38.8641439700056,59.1151764618665,4.54042930201835,5.54939723749251,7.95992288762552,9.53427809553966,2.82213656108738,1.15453298244654,3.48086249844682,2.17752473389181,133.383265910681,66.5391869488672,194.93078867738,145.014727406828,0.130986557232122,0.178129140149305,8.48052379342602,163.041044338172
21.8556187864549,41.1002701461951,38.1836998151489,59.1683960845939,4.19148156650946,5.46216696089395,7.80842228629436,9.6144346095488,2.77127611507597,1.15688685901881,3.48786308394848,2.21196908811247,126.439797357989,65.512576547299,191.5767926845,146.160977640875,0.130986557232122,0.178129140149305,8.47110828713693,160.307984832393
20.5287644610912,40.5582768754934,37.5894665813613,59.1618438394576,3.88869503452369,5.38358288776025,7.67535838361205,9.6703142980803,2.72440121037366,1.15973450150263,3.49389542652653,2.24142108030148,120.350336936783,64.622446459567,188.571884072996,146.953471311174,0.130986557232122,0.178129140149305,8.45971771720167,157.838351757404
19.3519453494761,40.0673955491857,37.0690936455166,59.1173848559121,3.62398852533033,5.31258905518806,7.55830891663933,9.70870145339107,2.68108343017676,1.1628944095711,3.49918197500064,2.26681267975037,114.97807262164,63.8459690295583,185.881271458496,147.489660727032,0.130986557232122,0.178129140149305,8.44707808492777,155.60581940009
18.3019924010733,39.6217920865875,36.6123006903079,59.0502839400752,3.39099806761059,5.24829020024547,7.45516793776339,9.73459408939367,2.6409478269538,1.16624101225154,3.50387121013875,2.28887263711345,110.21290910507,63.1654806197662,183.471876941344,147.841933910511,0.130986557232122,0.178129140149305,8.433691674206,153.586369118044
17.3601897808562,39.2164555508105,36.2104844496664,58.9710231222246,3.18465709160467,5.18992213678903,7.36412476222131,9.7516302602666,2.60366914698925,1.16968662522212,3.50806789237782,2.30817218295662,105.965348753025,62.5669458921465,181.313276060253,148.063346281705,0.130986557232122,0.178129140149305,8.41990922232369,151.758152903558
16.5112639069032,38.847057389588,35.8564027440885,58.8866698638782,3.00089005724048,5.13682849944721,7.28362948823929,9.76243623490844,2.56896563767111,1.17316951998988,3.51185018396683,2.32516182161476,102.161968977746,62.0389685598428,179.378007140252,148.192431934011,0.130986557232122,0.178129140149305,8.4059776432527,150.101393904458
15.7426340247437,38.5098388257849,35.5439226498176,58.8018817362732,2.83638671448986,5.08844230606078,7.21235606425859,9.76889652252677,2.53659256663182,1.17664600011048,3.51527929064303,2.34019986549539,98.7420330123608,61.5721357657397,177.641547009106,148.256998771138,0.130986557232122,0.178129140149305,8.39207172277025,148.598277236619
15.0438492643447,38.2015200108126,35.2678202924711,58.7196322887123,2.68843407505502,5.04427120735346,7.14916784028312,9.77235695916353,2.50633633673343,1.18008508508118,3.51840492147425,2.3535741246798,95.6549174413585,61.1585688983705,176.08212449668,148.277016208045,0.130986557232122,0.178129140149305,8.37831538288747,147.232821856341
