basket,species,biomass
97,s_3,37.44010032860817
97,s_4,43.03500065907885
97,s_5,46.994258435638876
98,s_1,23.303734818091577
98,s_2,16.33321093481641
98,s_3,44.739284338334215
98,s_4,47.72946190916966
98,s_5,44.61804568700882
99,s_1,35.85368273575152
99,s_2,32.94012051593721
99,s_3,32.86056282625539
99,s_4,37.484983050928875
99,s_5,40.775992058711495
100,s_1,26.377938938975653
100,s_2,36.06005574803082
100,s_3,37.475807115739215
100,s_4,44.299982682807006
100,s_5,45.164276939271616
101,s_1,22.85663491239845
101,s_2,11.09019836247982
101,s_3,40.084689732646986
101,s_4,50.50600778675152
101,s_5,45.583159352527915
102,s_1,24.33895997157421
102,s_2,36.174601525261096
102,s_3,37.310505419513866
102,s_4,44.129703553545156
102,s_5,45.568532699626594
103,s_1,24.33895996926934
103,s_2,36.174601526083386
103,s_3,37.310505418078975
103,s_4,44.12970355260504
103,s_5,45.56853269580621
104,s_1,26.377938938976534
104,s_2,36.06005574802853
104,s_3,37.47580711574778
104,s_4,44.29998268280709
104,s_5,45.164276939272085
105,s_1,35.85368273575163
105,s_2,32.96774996872839
105,s_3,32.8683345010508
105,s_4,37.436109326623004
105,s_5,40.793748770431655
106,s_1,28.511082730203675
106,s_2,36.045794460828965
106,s_3,37.44010032860615
106,s_4,43.03500065907649
106,s_5,46.99425843563898
107,s_1,22.628774596319598
107,s_2,31.39067188509817
107,s_3,25.05271466428335
107,s_4,75.99988098029024
107,s_5,37.239150182256395
108,s_1,23.303734818138945
108,s_2,16.333210934802107
108,s_3,44.739284338093924
108,s_4,47.72946190922338
108,s_5,44.61804568712097
109,s_1,22.856634912398594
109,s_2,11.090198362479489
109,s_3,40.084689732644826
109,s_4,50.50600778675027
109,s_5,45.58315935252888
110,s_1,26.265137120445292
110,s_2,36.035307876058695
110,s_3,37.782278542899405
110,s_4,43.020163609394295
110,s_5,45.05759048098655
111,s_1,26.26513712044403
111,s_2,36.03530787606075
111,s_3,37.78227854290199
111,s_4,43.02016360938753
111,s_5,45.05759048098488
112,s_1,22.628774596319523
112,s_2,31.39067188509913
112,s_3,25.05271466429077
112,s_4,75.99988098029141
112,s_5,37.23915018225403
113,s_1,28.511082730204496
113,s_2,36.045794460831694
113,s_3,37.44010032860817
113,s_4,43.03500065907885
113,s_5,46.994258435638876
114,s_1,35.85368273575152
114,s_2,32.94012051593721
114,s_3,32.86056282625539
114,s_4,37.484983050928875
114,s_5,40.775992058711495
115,s_1,23.303734818091577
115,s_2,16.33321093481641
115,s_3,44.739284338334215
115,s_4,47.72946190916966
115,s_5,44.61804568700882
116,s_1,26.377938938975653
116,s_2,36.06005574803082
116,s_3,37.475807115739215
116,s_4,44.299982682807006
116,s_5,45.164276939271616
117,s_1,24.33895997157421
117,s_2,36.174601525261096
117,s_3,37.310505419513866
117,s_4,44.129703553545156
117,s_5,45.568532699626594
118,s_1,22.85663491239845
118,s_2,11.09019836247982
118,s_3,40.084689732646986
118,s_4,50.50600778675152
118,s_5,45.583159352527915
119,s_1,24.51229490260648
119,s_2,28.896967256068407
119,s_3,61.93008722798219
119,s_4,40.25518330089741
119,s_5,44.642092383052976
120,s_1,24.51229490280334
120,s_2,28.896967256231022
120,s_3,61.9300872279213
120,s_4,40.25518330035806
120,s_5,44.64209238346669
