"profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","run","tots"
117.710115681088,117.710115681071,2.8368229751223e-15,1.94290050122398e-14,-6.14821234622769e-13,"10",235.420231362158
117.228678010028,117.228678010013,0,-1.9350613265483e-14,-5.67773505256197e-13,"10",234.45735602004
116.784043113145,116.784043113129,0,-5.21909617772687e-28,-1.18391032031956e-12,"10",233.568086226273
116.373146832353,116.373146832395,0,1.92113084076118e-14,-2.81337505494708e-14,"10",232.746293664748
115.993214965888,115.993214965888,2.79600218659812e-15,0,-1.15994196976235e-12,"10",231.986429931775
115.641731065034,115.641731065019,0,1.90922130647783e-14,1.15647540794411e-12,"10",231.283462130054
323.639027669281,323.639027669448,8.89192871177572,3.05283576196302e-13,-3.31341667167089e-14,"20",656.169984050505
313.268836677605,313.268836678291,8.6066307553311,0,1.55689779583701e-12,"20",635.144304111229
304.233198420624,304.233198420998,8.3581124838796,-2.86703007353471e-13,-3.05350697061043e-12,"20",616.824509325498
296.306413814916,296.306413814659,8.14013770599063,0,1.53170361254113e-12,"20",600.752965335567
289.311034341134,289.311034341312,7.94780730100718,0,1.46534338891126e-12,"20",586.569875983455
283.105502864769,283.105502865047,7.77721581336365,0,-1.43335465858825e-12,"20",573.988221543178
277.575435344611,277.575435344682,7.62520842337339,-2.61212908546603e-13,1.34817524232696e-12,"20",562.776079112668
272.627342212511,272.627342212565,7.48920881891983,0,2.7308911915568e-12,"20",552.743893243999
268.184027132622,268.184027132782,7.36708989315099,0,1.30173760484189e-12,"20",543.735144158556
264.18115723486,264.181157234653,7.25708034706487,0,-1.30889359194588e-12,"20",535.619394816576
260.564671831524,260.564671831401,7.15769162411054,0,2.65716968314549e-14,"20",528.287035287035
257.288796587545,257.288796587208,7.06766404439688,0,-3.84852019742211e-12,"20",521.645257219146
254.314504976262,254.314504976301,6.98592392397152,0,-1.31092138176315e-12,"20",515.614933876533
251.608312609613,251.608312609855,6.91155022602513,0,1.24540993484896e-12,"20",510.128175445494
249.141322815921,249.141322816027,6.84374860707928,2.34039459951611e-13,-2.49127969098374e-12,"20",505.126394239025
246.888465126791,246.888465126685,6.78182925588423,0,3.71499310612358e-12,"20",500.558759509364
244.827880393927,244.827880394015,6.72519168897043,-2.29914092775572e-13,-1.21114993924478e-12,"20",496.380952476911
242.9404230149,242.940423015047,6.67330981960404,-2.28108193625202e-13,1.20160732326374e-12,"20",492.554155849552
241.20925325677,241.209253256747,6.62572076085504,-2.26451326953616e-13,-2.4102622920076e-12,"20",489.044227274369
239.619501394175,239.619501394153,6.5820158879487,2.24929312251341e-13,2.43929202040371e-14,"20",485.821018676277
238.157989418032,238.157989418085,6.54183334004927,-2.23529587023983e-13,1.17741151332732e-12,"20",482.857812176167
236.812999361617,236.81299936177,6.50485114156089,2.22240984097367e-13,0,"20",480.130849864948
235.574078390656,235.574078390959,6.47078262955438,2.2105354504128e-13,-2.376593051634e-12,"20",477.618939411167
234.43187574641,234.431875746613,6.43937036992497,-2.19958362997244e-13,0,"20",475.303121862948
233.378002749986,233.378002750079,6.41038435103939,0,0,"20",473.166389851104
232.404915276926,232.404915276856,6.38361750506525,0,-1.19553774627903e-12,"20",471.193448058846
231.505812696972,231.505812697141,6.35888289674959,0,-1.16724013618951e-12,"20",469.370508290861
230.674550640166,230.674550640047,6.33601213224519,2.16351951822511e-13,1.16293207867491e-12,"20",467.685113412459
229.905566775038,229.905566774999,6.31485219749615,0,0,"20",466.125985747533
229.193815474683,229.193815474535,6.29526469128867,0,-2.33046066455382e-14,"20",464.682895640507
490.439339642214,490.43933964257,6.46866177881225,0,-5.01304019877108e-14,"30",987.347341063596
474.651851171265,474.651851172843,6.26048854447079,0,-4.71187878369479e-12,"30",955.564190888574
460.898964369977,460.898964370207,6.07916374177648,0,6.95564922819437e-12,"30",927.877092481967
448.835894199468,448.835894199665,5.92013206084808,0,-2.22684432496782e-12,"30",903.591920459979
438.191714328936,438.191714329141,5.77981681940708,0,0,"30",882.163245477484
428.750405443071,428.750405442765,5.6553644383418,0,-4.37795010171928e-14,"30",863.156175324178
420.337490339396,420.337490339717,5.5444730405286,0,4.21173131814828e-12,"30",846.219453719646
412.810422181669,412.810422182025,5.44526065057333,0,2.08893638973396e-12,"30",831.066105014269
406.051538027549,406.051538027141,5.35617568203406,0,-4.14442900652892e-14,"30",817.459251736724
399.962814879562,399.962814879437,5.27592443688812,0,1.98260206365371e-12,"30",805.201554195889
394.461905142962,394.461905142696,5.20342059899333,0,5.90559955704171e-12,"30",794.127230884657
389.479102004722,389.479102004614,5.13774568269161,0,-1.89047797340129e-12,"30",784.095949692026
384.954989760033,384.954989760486,5.07811579112638,0,1.90760959918075e-12,"30",774.988095311647
380.838601654032,380.838601654421,5.02385871379985,0,-3.8129255328914e-12,"30",766.701062022249
377.08596270807,377.085962708355,4.9743954253757,0,0,"30",759.146320841801
373.65892763163,373.658927631674,4.92922280606304,0,1.88926230869202e-12,"30",752.247078069369
370.52424364681,370.524243647665,4.88790218393454,0,1.83547921381134e-12,"30",745.936389478411
367.652789899898,367.652789899956,4.85004991767949,0,-1.82112156960936e-12,"30",740.155629717532
365.01895602401,365.018956023963,4.81532888680863,0,0,"30",734.853240934782
362.600130674125,362.600130674517,4.78344125042388,0,0,"30",729.983702599066
360.376277917627,360.376277917496,4.75412213988342,0,-1.82147000242634e-12,"30",725.506677975005
358.329582357394,358.329582357071,4.72713760753774,0,3.58550276621543e-12,"30",721.386302322006
356.444154344015,356.444154344231,4.70227807804843,0,1.76504858488296e-12,"30",717.590586766296
354.705779696383,354.705779695887,4.67935613658035,0,-3.5850124848584e-12,"30",714.090915528847
353.101708130172,353.101708129376,4.6582039148225,0,-3.49662965965605e-12,"30",710.861620174367
351.620473511107,351.620473510978,4.63867032106015,0,-3.55347637333325e-12,"30",707.879617343142
350.25173982194,350.251739821492,4.62061933517094,0,-3.57005279231738e-14,"30",705.124098978603
348.986169312371,348.986169313015,4.60392782781226,0,0,"30",702.576266453198
347.815308414993,347.815308415155,4.58848445250297,0,1.72183021192563e-12,"30",700.219101282653
346.731489300686,346.7314893006,4.57418816274945,0,-5.18452737609427e-12,"30",698.03716676403
657.036755028039,657.036755028653,5.16683875809679,0,-6.71049088644685e-14,"40",1319.24034881479
635.792107306885,635.792107307408,4.99988466497103,0,0,"40",1276.58409927926
617.288607179269,617.288607180395,4.85448174996539,0,6.3029115033606e-14,"40",1239.43169610963
601.060903538483,601.060903537991,4.72696932659121,0,0,"40",1206.84877640307
586.743518835335,586.743518833945,4.61447207863064,0,-5.81872103963126e-12,"40",1178.1015097479
574.045173122884,574.045173122858,4.51469932128987,0,-5.85966916552996e-14,"40",1152.60504556703
562.730697758457,562.730697758251,4.42580096005866,0,-2.84726656661855e-12,"40",1129.88719647676
552.608027296176,552.608027295389,4.34626828270567,0,2.79584496224895e-12,"40",1109.56232287427
543.518677018199,543.51867701865,4.27485532514839,0,5.54684749000434e-14,"40",1091.312209362
535.330653199505,535.330653200768,4.21052437438721,0,0,"40",1074.87183077466
527.933099631647,527.933099632044,4.15240317777789,0,-7.95764033387422e-12,"40",1060.01860244146
521.232198344119,521.232198343534,4.09975670957621,0,-2.63646450279019e-12,"40",1046.56415339723
515.148001381517,515.148001381243,4.05195348548536,0,5.15855216153093e-12,"40",1034.34795624825
509.61193997068,509.611939970785,4.00845737156402,0,-5.19938869174872e-14,"40",1023.23233731303
504.564865060821,504.564865061583,3.96880228252279,0,-7.6038934365991e-12,"40",1013.09853240492
499.955475785102,499.955475784367,3.9325853390339,0,-5.00573587457815e-12,"40",1003.8435369085
495.739057345539,495.739057345541,3.89945588540578,0,-4.9127459902467e-12,"40",995.377570576481
491.876457824221,491.876457824314,3.8691048644478,0,-4.97463205971316e-12,"40",987.622020512978
488.333247589366,488.333247590497,3.84126365806961,0,4.83899135856482e-12,"40",980.507758837937
485.079033549669,485.079033549788,3.81569216519579,0,2.40328876312536e-12,"40",973.973759264655
482.086885151998,482.086885152449,3.79217957102781,0,2.33921310881936e-12,"40",967.965949875477
479.33286012728,479.33286012732,3.77053766053888,0,0,"40",962.436257915139
476.795604963891,476.795604963567,3.75059886415187,0,0,"40",957.34180879161
474.456019755567,474.456019755199,3.73221195299249,0,2.39875770455984e-12,"40",952.644251463761
472.296971463634,472.29697146449,3.71524363257451,0,2.38777684390742e-12,"40",948.309186560701
470.303053924889,470.303053925399,3.69957274601341,0,2.37763440877957e-12,"40",944.305680596304
468.460380371462,468.460380372113,3.6850894988979,0,-4.64097126434143e-12,"40",940.605850242468
466.756404284279,466.756404283344,3.67169670044027,0,2.35958979250589e-12,"40",937.184505268066
465.179769161967,465.179769161979,3.65930330256578,0,0,"40",934.018841626512
463.720172018215,463.720172017817,3.64783052288044,0,-2.3914250127405e-12,"40",931.08817455891
825.343662663717,825.343662664663,0,9.3640035954035e-28,-1.96069884578379e-14,"50",1650.68732532838
798.615408253019,798.615408253913,0,3.72958940601507e-14,-3.94783082782089e-12,"50",1597.23081650693
775.337441734213,775.337441733759,0,-7.24220093797367e-14,-3.84494190098618e-12,"50",1550.67488346797
754.923618193292,754.923618194097,0,6.24139177249463e-28,3.71434943587603e-12,"50",1509.84723638739
736.913680834646,736.913680834237,0,3.44202295499592e-14,3.68366310685529e-12,"50",1473.82736166889
720.940876072147,720.940876072881,0,3.36758016898917e-14,1.07726298250808e-11,"50",1441.88175214504
706.709145632109,706.709145631733,0,3.301251808572e-14,-4.44810373591658e-14,"50",1413.41829126384
693.97672948334,693.976729482977,0,6.48382248773743e-14,-3.4859967416777e-12,"50",1387.95345896631
682.544160838456,682.544160838095,0,-3.18862873863124e-14,-4.29635633336742e-14,"50",1365.08832167655
672.2453326399,672.245332639559,0,3.14063010801643e-14,-3.37709075547412e-12,"50",1344.49066527946
662.940751860118,662.940751859783,0,6.19453031188374e-14,6.66092247816119e-12,"50",1325.88150371991
654.51237812697,654.51237812664,0,9.17395218018265e-14,3.22137294425971e-12,"50",1309.02475625361
646.859626925973,646.85962692501,0,9.44096777251677e-28,-6.45902000378781e-12,"50",1293.71925385098
639.896240541483,639.896240541497,0,0,-2.50752814310034e-14,"50",1279.79248108298
633.54781363813,633.547813637821,0,2.9602767350065e-14,-7.97735408758243e-14,"50",1267.09562727595
627.749818346993,627.749818346697,0,-2.93325459366835e-14,-3.17870386218445e-12,"50",1255.49963669369
622.446014521607,622.446014521978,0,-2.90853579026809e-14,0,"50",1244.89202904358
617.587159866508,617.587159866215,0,-2.88589064496259e-14,-3.88844991717941e-14,"50",1235.17431973272
613.129955637396,613.12995563764,0,-3.08274790631454e-28,-9.25196308566781e-12,"50",1226.25991127503
609.036178961079,609.036178961608,0,2.84603796267118e-14,5.97233923508274e-12,"50",1218.07235792269
605.27196412665,605.271964127175,0,2.82849449348044e-14,3.02706729464609e-12,"50",1210.54392825383
601.807203680568,601.807203681093,0,2.81234666873067e-14,-6.0338789603949e-12,"50",1203.61440736165
598.615046517973,598.615046516913,0,1.097179469605e-27,-5.9550364741869e-12,"50",1197.23009303488
