"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","effort.t_1","effort.t_2","effort.t_3","effort.t_4","effort.t_5","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5"
50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40.0000000000001,42.5000000000001,45.0000000000001,47.5000000000001,50.0000000000001,14.9999999999999,14.9999999999999,14.9999999999999,14.9999999999999,14.9999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,2987.99999999997,2987.99999999997,2987.99999999997,2987.99999999997,2987.99999999997,2999.99999999997,2999.99999999997,2999.99999999997,2999.99999999997,2999.99999999997
32.8000000000001,37.0812500000001,41.4000000000001,45.7187500000001,50.0000000000001,12.0000000000001,12.7500000000001,13.5000000000001,14.2500000000001,15.0000000000001,1.2,1.2,1.2,1.2,1.2,2688.00000000002,2688.00000000002,2688.00000000002,2688.00000000002,2688.00000000002,3000.00000000002,2850.00000000002,2700.00000000002,2550.00000000001,2400.00000000001
27.3683200000001,32.9561926953127,38.6841600000002,44.4114794921877,50.0000000000002,9.83999999999993,11.1243749999999,12.4199999999999,13.7156249999999,14.9999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,2471.99999999998,2471.99999999998,2471.99999999998,2471.99999999998,2471.99999999998,2999.99999999998,2743.12499999998,2483.99999999998,2224.87499999998,1967.99999999999
23.1334381207553,29.6978607844009,36.5667190603777,43.4318778372001,50.0000000000001,8.21049600000006,9.88685780859382,11.6052480000001,13.3234438476563,15.0000000000001,1.2,1.2,1.2,1.2,1.2,2309.04182625002,2309.04182625002,2309.04182625002,2309.04182625002,2309.04182625002,3000.00000000002,2664.68876953127,2321.04960000002,1977.37156171876,1642.09920000001
19.7497823901062,27.051971978892,34.8748911950532,42.6866133423129,50.0000000000002,6.94003143622652,8.90935823532019,10.9700157181132,13.0295633511599,14.9999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,2181.95874963279,2181.95874963279,2181.95874963279,2181.95874963279,2181.95874963279,2999.99999999998,2605.91267023198,2194.00314362264,1781.87164706404,1388.0062872453
16.9946963421825,24.8565444150517,33.4973481710913,42.1132012175948,50.0000000000001,5.92493471703188,8.11559159366763,10.462467358516,12.8059840026939,15.0000000000001,1.2,1.2,1.2,1.2,1.2,2080.35910687638,2080.35910687638,2080.35910687638,2080.35910687638,2080.35910687638,3000.00000000002,2561.19680053878,2092.4934717032,1623.11831873353,1184.98694340638
14.7175873004382,23.0030010142793,32.3587936502191,41.6682328771455,49.9999999999999,5.09840890265481,7.45696332451562,10.0492044513275,12.6339603652786,15.0000000000002,1.20000000000002,1.20000000000002,1.20000000000002,1.20000000000002,1.20000000000002,1997.54148175107,1997.54148175107,1997.54148175107,1997.54148175107,1997.54148175107,3000.00000000005,2526.79207305573,2009.84089026551,1491.39266490312,1019.68178053096
12.8126138185023,21.4155868472905,31.4063069092511,41.3206712970544,49.9999999999999,4.41527619013146,6.90090030428381,9.70763809506574,12.5004698631437,15,1.2,1.2,1.2,1.2,1.2,1928.97137810499,1928.97137810499,1928.97137810499,1928.97137810499,1928.97137810499,3000,2500.09397262873,1941.52761901315,1380.18006085676,883.055238026292
11.2030262909279,20.0397047672489,30.6015131454639,41.0478161742692,49.9999999999999,3.8437841455507,6.42467605418716,9.42189207277535,12.3962013891163,15,1.2,1.2,1.2,1.2,1.2,1871.46214646518,1871.46214646518,1871.46214646518,1871.46214646518,1871.46214646518,3000,2479.24027782327,1884.37841455507,1284.93521083743,768.75682911014
9.83170806568467,18.8349354657734,29.9158540328423,40.83276334574,49.9999999999999,3.36090788727838,6.0119114301747,9.18045394363919,12.3143448522808,15,1.2,1.2,1.2,1.2,1.2,1822.70472453492,1822.70472453492,1822.70472453492,1822.70472453492,1822.70472453492,3000,2462.86897045616,1836.09078872784,1202.38228603494,672.181577455676
8.65521229213846,17.7706710837738,29.3276061460691,40.6627432026418,49.9999999999997,2.94951241970544,5.65048063973211,8.97475620985281,12.2498290037222,15.0000000000002,1.20000000000002,1.20000000000002,1.20000000000002,1.20000000000002,1.20000000000002,1780.98313092051,1780.98313092051,1780.98313092051,1780.98313092051,1780.98313092051,3000.00000000004,2449.96580074444,1794.95124197056,1130.09612794642,589.902483941089
7.63986566328067,16.8232808314708,28.8199328316403,40.5279984193503,49.9999999999999,2.59656368764151,5.33120132513209,8.79828184382064,12.1988229607924,14.9999999999998,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1744.99479269546,1744.99479269546,1744.99479269546,1744.99479269546,1744.99479269546,2999.99999999995,2439.76459215848,1759.65636876413,1066.24026502642,519.312737528303
6.75914400224665,15.9742124976672,28.3795720011232,40.421004823826,49.9999999999999,2.29195969898421,5.04698424944126,8.6459798494921,12.1583995258051,15,1.2,1.2,1.2,1.2,1.2,1713.73293294891,1713.73293294891,1713.73293294891,1713.73293294891,1713.73293294891,3000,2431.67990516102,1729.19596989842,1009.39684988825,458.391939796841
5.99185754673577,15.2086861029053,27.9959287733678,40.3359176337524,49.9999999999999,2.027743200674,4.79226374930017,8.51387160033699,12.1263014471478,15,1.2,1.2,1.2,1.2,1.2,1686.40719989836,1686.40719989836,1686.40719989836,1686.40719989836,1686.40719989836,3000,2425.26028942957,1702.7743200674,958.452749860035,405.5486401348
5.32086707834144,14.5147737039752,27.6604335391706,40.2681699037185,49.9999999999999,1.79755726402073,4.56260583087161,8.39877863201036,12.1007752901257,15,1.2,1.2,1.2,1.2,1.2,1662.38868068114,1662.38868068114,1662.38868068114,1662.38868068114,1662.38868068114,3000,2420.15505802515,1679.75572640207,912.521166174321,359.511452804147
4.73215711757655,13.8827377369424,27.3660785587883,40.2141763474886,50.0000000000001,1.59626012350242,4.35443211119251,8.29813006175111,12.0804509711155,14.9999999999998,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1641.17093070245,1641.17093070245,1641.17093070245,1641.17093070245,1641.17093070245,2999.99999999997,2416.09019422309,1659.62601235022,870.886422238503,319.252024700483
4.21415478384805,13.3045465157243,27.1070773919241,40.1711117204519,50.0000000000002,1.41964713527295,4.16482132108268,8.2098235676364,12.0642529042465,14.9999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1.19999999999999,1622.34179712954,1622.34179712954,1622.34179712954,1622.34179712954,1622.34179712954,2999.99999999998,2412.8505808493,1641.96471352728,832.964264216536,283.929427054591
3.75722110437878,12.773513641757,26.8786105521894,40.1367429802571,50.0000000000001,1.26424643515442,3.99136395471729,8.13212321757725,12.0513335161356,15.0000000000001,1.2,1.2,1.2,1.2,1.2,1605.56268494339,1605.56268494339,1605.56268494339,1605.56268494339,1605.56268494339,3000.00000000002,2410.26670322712,1626.42464351545,798.272790943458,252.849287030884
3.35326557308652,12.2840256894886,26.6766327865433,40.1093008909924,50,1.12716633131364,3.83205409252712,8.06358316565685,12.0410228940772,15.0000000000001,1.2,1.2,1.2,1.2,1.2,1590.55305934299,1590.55305934299,1590.55305934299,1590.55305934299,1590.55305934299,3000.00000000001,2408.20457881543,1612.71663313137,766.410818505424,225.433266262728
