stock,run,baskets
0,0,3
4.2128756916257535,1,3
36.99387109615007,1,3
4.046392722300845,1,3
57.96908710962443,1,3
47.504217145452,1,3
4.2128756916257535,2,3
36.99387109615007,2,3
4.046392722300845,2,3
57.96908710962443,2,3
47.504217145452,2,3
19.517844772334485,3,3
58.34936743406014,3,3
10.311800872258083,3,3
57.969087109624446,3,3
47.504217145452,3,3
14.048878574307146,4,3
53.032495688041685,4,3
6.093189897872135,4,3
51.326756160499755,4,3
39.14680393923136,4,3
16.900128962610125,5,3
57.48300241429677,5,3
9.853152454343483,5,3
57.94871788301273,5,3
47.4371560957725,5,3
14.048878574307146,6,3
53.03249568804169,6,3
8.552816739786683,6,3
58.38612028620733,6,3
48.026316449572036,6,3
14.048878574307146,7,3
53.032495688041685,7,3
8.989446359412362,7,3
59.01671153556834,7,3
48.80681664113039,7,3
19.517844772334485,8,3
58.34936743406014,8,3
10.311800872258083,8,3
57.969087109624446,8,3
47.504217145452,8,3
16.900128962610125,9,3
57.48300241429677,9,3
9.853152454343483,9,3
57.94871788301273,9,3
47.4371560957725,9,3
14.048878574307146,10,3
53.032495688041685,10,3
8.989446359412362,10,3
59.01671153556834,10,3
48.80681664113039,10,3
14.048878574307146,11,3
53.03249568804169,11,3
8.552816739786683,11,3
58.38612028620733,11,3
48.026316449572036,11,3
14.048878574307146,12,3
53.032495688041685,12,3
6.093189897872135,12,3
51.326756160499755,12,3
39.14680393923136,12,3
7.653845684835586,13,3
45.53086942525212,13,3
4.709371852705392,13,3
52.43682263200767,13,3
40.47104467835871,13,3
6.5961557186665,14,3
44.289368785116146,14,3
5.286913204169827,14,3
57.96908710962443,14,3
47.504217145451996,14,3
7.1164103049663225,15,3
45.26467610345992,15,3
5.425026515228442,15,3
57.7381079900292,15,3
47.21947555253644,15,3
7.6225420257861884,16,3
45.12074460407545,16,3
2.46088017038504,16,3
46.70003519510534,16,3
33.476491846842286,16,3
7.116410304966313,17,3
45.26467610345991,17,3
6.002207884953566,17,3
59.01671153556834,17,3
48.80681664113041,17,3
2.708831930161814,18,3
32.21879174906974,18,3
1.799783536526574,18,3
49.68126326397913,18,3
37.14626949024017,18,3
12.127448739126596,19,3
51.92263283461731,19,3
7.617384779455252,19,3
57.969087109624454,19,3
47.504217145451996,19,3
2.6230338243804416,20,3
31.57060193551243,20,3
1.2431610655353806,20,3
46.700035195105336,20,3
33.47649184684227,20,3
12.127448739126596,21,3
51.92263283461732,21,3
7.903311592591306,21,3
56.86943704437908,21,3
46.01351274539694,21,3
2.7396835926475456,22,3
32.88811542787589,22,3
3.449218491275832,22,3
59.01671153556834,22,3
48.80681664113041,22,3
7.116410304966314,23,3
45.264676103459905,23,3
6.412409438292643,23,3
59.57515381509958,23,3
49.47799002881831,23,3
7.921910635266448,24,3
47.26409789429912,24,3
3.1041091017870412,24,3
48.359774436872534,24,3
35.52250567785402,24,3
7.37253582975998,25,3
45.3939276063371,25,3
2.9028557540562003,25,3
48.427713887110656,25,3
35.61369689797273,25,3
16.84921856973293,26,3
57.497063403042446,26,3
9.853152454343485,26,3
57.93501524216273,26,3
47.4209314720661,26,3
12.127448739126596,27,3
51.92263283461731,27,3
4.033260733059334,27,3
48.41334275325725,27,3
35.59331157621439,27,3
12.127448739126605,28,3
51.92263283461731,28,3
7.955108258511608,28,3
58.42360911804658,28,3
48.057823920811565,28,3
7.116410304966319,29,3
45.26467610345993,29,3
4.041286114980732,29,3
50.8526652955019,29,3
38.53510523292965,29,3
12.127448739126596,30,3
51.92263283461731,30,3
5.553664273730638,30,3
51.10171550861813,30,3
38.858984591811996,30,3
7.116410304966322,31,3
45.26467610345991,31,3
2.5024816374869028,31,3
46.363616632580786,31,3
33.070340802969206,31,3
7.653845684835586,32,3
45.53086942525212,32,3
4.709371852705392,32,3
52.43682263200767,32,3
40.47104467835871,32,3
7.1164103049663225,33,3
45.26467610345992,33,3
5.425026515228442,33,3
57.7381079900292,33,3
47.21947555253644,33,3
7.116410304966313,34,3
45.26467610345991,34,3
6.002207884953566,34,3
59.01671153556834,34,3
48.80681664113041,34,3
7.6225420257861884,35,3
45.12074460407545,35,3
2.46088017038504,35,3
46.70003519510534,35,3
33.476491846842286,35,3
6.5961557186665,36,3
44.289368785116146,36,3
5.286913204169827,36,3
57.96908710962443,36,3
47.504217145451996,36,3
7.116410304966314,37,3
45.264676103459905,37,3
6.412409438292643,37,3
59.57515381509958,37,3
49.47799002881831,37,3
7.37253582975998,38,3
45.3939276063371,38,3
2.9028557540562003,38,3
48.427713887110656,38,3
35.61369689797273,38,3
7.921910635266448,39,3
47.26409789429912,39,3
3.1041091017870412,39,3
48.359774436872534,39,3
35.52250567785402,39,3
7.116410304966319,40,3
45.26467610345993,40,3
4.041286114980732,40,3
50.8526652955019,40,3
38.53510523292965,40,3
7.116410304966322,41,3
45.26467610345991,41,3
2.5024816374869028,41,3
46.363616632580786,41,3
33.070340802969206,41,3
12.127448739126596,42,3
51.92263283461731,42,3
5.553664273730638,42,3
51.10171550861813,42,3
38.858984591811996,42,3
16.84921856973293,43,3
57.497063403042446,43,3
9.853152454343485,43,3
57.93501524216273,43,3
47.4209314720661,43,3
12.127448739126605,44,3
51.92263283461731,44,3
7.955108258511608,44,3
58.42360911804658,44,3
48.057823920811565,44,3
12.127448739126596,45,3
51.92263283461731,45,3
4.033260733059334,45,3
48.41334275325725,45,3
35.59331157621439,45,3
2.708831930161814,46,3
32.21879174906974,46,3
1.799783536526574,46,3
49.68126326397913,46,3
37.14626949024017,46,3
2.6230338243804416,47,3
31.57060193551243,47,3
1.2431610655353806,47,3
46.700035195105336,47,3
33.47649184684227,47,3
2.7396835926475456,48,3
32.88811542787589,48,3
3.449218491275832,48,3
59.01671153556834,48,3
48.80681664113041,48,3
12.127448739126596,49,3
51.92263283461732,49,3
7.903311592591306,49,3
56.86943704437908,49,3
46.01351274539694,49,3
12.127448739126596,50,3
