"stock.s_1","stock.s_2","stock.s_3","stock.s_4","stock.s_5","harvest.s_1","harvest.s_2","harvest.s_3","harvest.s_4","harvest.s_5","effort.t_1","effort.t_2","effort.t_3","effort.t_4","effort.t_5","profit_per_t.t_1","profit_per_t.t_2","profit_per_t.t_3","profit_per_t.t_4","profit_per_t.t_5","rev_per_sp.s_1","rev_per_sp.s_2","rev_per_sp.s_3","rev_per_sp.s_4","rev_per_sp.s_5","mortality1","mortality2"
50,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.131026896834845,0.105890614683769
48.4486551582578,48.4486551582578,48.4486551582578,53.0388025991449,53.0388025991449,6.55134484174221,6.55134484174221,6.55134484174221,5.29453073418843,5.29453073418842,1.84730522836118,1.84730522836118,1.84730522836118,1.00942915665866,1.00942915665866,145.937113040533,145.937113040533,145.937113040533,79.7449033760343,79.744903376034,105.890614683768,105.890614683769,131.026896834844,131.026896834844,131.026896834844,0.131026896834845,0.105890614683769
47.0957648754138,47.0957648754138,47.0957648754138,56.154841988892,56.154841988892,6.34807694120802,6.34807694120802,6.348076941208,5.61631140931453,5.61631140931451,1.8473052283612,1.8473052283612,1.84730522836118,1.00942915665867,1.00942915665865,144.743582487708,144.743582487708,144.743582487707,81.8727756917696,81.8727756917685,112.32622818629,112.326228186291,126.96153882416,126.96153882416,126.96153882416,0.131026896834845,0.105890614683769
45.9080837864071,45.9080837864071,45.9080837864071,59.3372954651318,59.3372954651318,6.17081192568893,6.17081192568893,6.17081192568894,5.94627073567367,5.94627073567367,1.84730522836119,1.84730522836118,1.84730522836119,1.00942915665866,1.00942915665865,144.047051278815,144.047051278814,144.047051278815,84.1988085667192,84.1988085667186,118.925414713473,118.925414713473,123.416238513779,123.416238513779,123.416238513779,0.131026896834845,0.105890614683769
44.859402471642,44.859402471642,44.859402471642,62.5742154456053,62.5742154456054,6.01519375816696,6.01519375816695,6.01519375816693,6.2832626904752,6.28326269047519,1.84730522836119,1.84730522836119,1.84730522836117,1.00942915665866,1.00942915665866,143.765825074667,143.765825074667,143.765825074666,86.691941943312,86.6919419433117,125.665253809504,125.665253809504,120.303875163339,120.303875163339,120.303875163339,0.131026896834845,0.105890614683769
43.9287626860203,43.9287626860203,43.9287626860203,65.852681438748,65.852681438748,5.87778829972459,5.87778829972462,5.87778829972461,6.62602213688975,6.62602213688975,1.84730522836117,1.84730522836119,1.84730522836119,1.00942915665867,1.00942915665867,143.832975385372,143.832975385373,143.832975385373,89.3242416522736,89.3242416522733,132.520442737795,132.520442737795,117.555765994492,117.555765994492,117.555765994492,0.131026896834845,0.105890614683769
43.0991933844314,43.0991933844314,43.0991933844314,69.1589863752586,69.1589863752587,5.75584945654355,5.75584945654355,5.75584945654356,6.97318091612345,6.97318091612344,1.84730522836119,1.84730522836119,1.8473052283612,1.00942915665867,1.00942915665866,144.192495443388,144.192495443388,144.192495443388,92.0699718544935,92.0699718544929,139.463618322469,139.463618322469,115.116989130871,115.116989130871,115.116989130871,0.131026896834845,0.105890614683769
42.3567975552936,42.3567975552935,42.3567975552935,72.4788524744924,72.4788524744925,5.6471535652469,5.6471535652469,5.64715356524692,7.32328757818252,7.32328757818255,1.84730522836118,1.84730522836118,1.8473052283612,1.00942915665866,1.00942915665867,144.796635951961,144.79663595196,144.796635951962,94.9050175939155,94.9050175939164,146.465751563651,146.46575156365,112.943071304938,112.943071304938,112.943071304938,0.131026896834845,0.105890614683769
41.6900807245402,41.6900807245402,41.6900807245401,75.7976700252798,75.7976700252799,5.54987974353184,5.54987974353185,5.54987974353187,7.6748302400982,7.67483024009819,1.84730522836118,1.84730522836119,1.8473052283612,1.00942915665866,1.00942915665865,145.604040316974,145.604040316975,145.604040316976,97.8065496332568,97.8065496332561,153.496604801964,153.496604801964,110.997594870637,110.997594870637,110.997594870637,0.131026896834845,0.105890614683769
41.0894493016802,41.0894493016802,41.0894493016801,79.100750972254,79.1007509722541,5.46252190613067,5.46252190613067,5.46252190613069,8.02626187057438,8.02626187057437,1.84730522836118,1.84730522836119,1.84730522836121,1.00942915665867,1.00942915665866,146.578432537648,146.578432537649,146.57843253765,100.752858789734,100.752858789733,160.525237411487,160.525237411487,109.250438122614,109.250438122613,109.250438122613,0.131026896834845,0.105890614683769
40.5468304395337,40.5468304395337,40.5468304395337,82.3735881547221,82.3735881547221,5.38382303465183,5.38382303465182,5.38382303465182,8.37602714239968,8.37602714239969,1.84730522836119,1.84730522836119,1.8473052283612,1.00942915665866,1.00942915665866,147.687692537546,147.687692537546,147.687692537547,103.723308082028,103.723308082028,167.520542847994,167.520542847994,107.676460693037,107.676460693036,107.676460693037,0.131026896834845,0.105890614683769
40.0553802410751,40.0553802410751,40.0553802410751,85.6021105519328,85.6021105519329,5.31272536898072,5.31272536898071,5.31272536898072,8.72258988341115,8.72258988341119,1.84730522836118,1.84730522836118,1.84730522836119,1.00942915665867,1.00942915665868,148.903205039784,148.903205039784,148.903205039785,106.698364178767,106.698364178768,174.451797668224,174.451797668223,106.254507379614,106.254507379614,106.254507379614,0.131026896834845,0.105890614683769
39.6092571422481,39.6092571422481,39.6092571422481,88.7729250037837,88.7729250037838,5.24833217452781,5.24833217452783,5.24833217452781,9.06446010457208,9.06446010457209,1.84730522836118,1.84730522836119,1.84730522836119,1.00942915665866,1.00942915665866,150.199401336174,150.199401336175,150.199401336174,109.659678323814,109.659678323815,181.289202091442,181.289202091442,104.966643490556,104.966643490557,104.966643490556,0.131026896834845,0.105890614683769
39.2034440186941,39.2034440186941,39.2034440186941,91.8735355994621,91.8735355994621,5.18987804928217,5.18987804928217,5.18987804928216,9.40021959592682,9.40021959592681,1.84730522836118,1.84730522836118,1.84730522836118,1.00942915665868,1.00942915665867,151.553435542654,151.553435542654,151.553435542654,112.590193083821,112.59019308382,188.004391918536,188.004391918536,103.797560985643,103.797560985643,103.797560985643,0.131026896834845,0.105890614683769
38.8336071615712,38.8336071615711,38.8336071615711,94.8925331991926,94.8925331991927,5.13670561500803,5.13670561500803,5.13670561500804,9.7285451577981,9.72854515779812,1.84730522836118,1.84730522836118,1.8473052283612,1.00942915665865,1.00942915665865,152.944952362603,152.944952362603,152.944952362604,115.474256063098,115.474256063098,194.570903155962,194.570903155962,102.734112300161,102.734112300161,102.734112300161,0.131026896834845,0.105890614683769
38.4959834642429,38.4959834642429,38.4959834642428,97.8197492650288,97.8197492650289,5.08824703928407,5.08824703928406,5.08824703928407,10.0482286693625,10.0482286693624,1.84730522836119,1.84730522836118,1.8473052283612,1.00942915665867,1.00942915665865,154.355914510995,154.355914510994,154.355914510996,118.297725800079,118.297725800077,200.964573387249,200.96457338725,101.764940785681,101.764940785681,101.764940785681,0.131026896834845,0.105890614683769
